# Time (Hours), Altitude, Semi Major Axis, Eccentricity, Inclination, Argument Of Periapsis, RAAN, True Anomaly, Acceleration Norm PM Sun, Acceleration Norm PM Moon, Acceleration Norm PM Mars, Acceleration Norm PM Venus, Acceleration Norm SH Earth, Acceleration Norm Aero Earth, Acceleration Norm RP Sun
2.223333333333333428e+01,6.423703581129349232e+02,6.977067624601745592e+03,9.884873651030700453e-03,9.775661544984734519e+01,3.593151128169894548e+01,3.242378952994855013e+02,2.377507024933205173e+02,3.236482302244046517e-07,5.795283065425686464e-07,2.560316501019789536e-13,8.614630438583883946e-12,8.082676756163600373e+00,3.474544047760401302e-08,8.887648864901174977e-08
2.226666666666666572e+01,6.346509126502573963e+02,6.977664552400798129e+03,9.556346594274655812e-03,9.775627540012951044e+01,3.638175935890224366e+01,3.242405502392967378e+02,2.446801364258085698e+02,3.545465951532006703e-07,6.231384709240208459e-07,2.753499208708891081e-13,8.797728533522292684e-12,8.101596286131844238e+00,3.863729900173158334e-08,8.887745085495907151e-08
2.230000000000000071e+01,6.267405164529374133e+02,6.978826914189285162e+03,9.214413838805588647e-03,9.775561156994510270e+01,3.607501528692993276e+01,3.242430961544975503e+02,2.523835437536746440e+02,3.899008124295129885e-07,6.764695423072252571e-07,2.945828254276724786e-13,9.199486612400597846e-12,8.122008259523596507e+00,4.315406323993719728e-08,8.887835522100942563e-08
2.233333333333333215e+01,6.187607992775775756e+02,6.980482849281330346e+03,8.905328938904479019e-03,9.775466241312687998e+01,3.496830009808590489e+01,3.242454509229357313e+02,2.609045068355505350e+02,4.265510513292788888e-07,7.340626481158460695e-07,3.125693895758421092e-13,9.768226086638515255e-12,8.143505129228264749e+00,4.832719171514516396e-08,8.887918564873413749e-08
2.236666666666666714e+01,6.108314096060013298e+02,6.982527390610789553e+03,8.674246088274426003e-03,9.775348825380474693e+01,3.315146048878517604e+01,3.242475415353360972e+02,2.701534814627686387e+02,4.620193029340722660e-07,7.914639999955030217e-07,3.283912701923776670e-13,1.044212242247364634e-11,8.165623826994449885e+00,5.416926611999090464e-08,8.887992713626921698e-08
2.239999999999999858e+01,6.030689097782159251e+02,6.984828595595601655e+03,8.555598251609898910e-03,9.775216838305057365e+01,3.087300594378081797e+01,3.242493112016407508e+02,2.798819466962176534e+02,4.944098375344056686e-07,8.452273474669728275e-07,3.413384793205431301e-13,1.116111098724623857e-11,8.187859660934069694e+00,6.065772955418087050e-08,8.888056604454076520e-08
2.243333333333333357e+01,5.955858588451035303e+02,6.987235335986497375e+03,8.563545948785507289e-03,9.775079557732401270e+01,2.850411863126770484e+01,3.242507256600571850e+02,2.897183879718730282e+02,5.222807135513731137e-07,8.927402631968024804e-07,3.508805053404001641e-13,1.187275058758046776e-11,8.209681936909603905e+00,6.773987611838019637e-08,8.888109035165731769e-08
2.246666666666666501e+01,5.884900446059228898e+02,6.989586469727455551e+03,8.687126128200930650e-03,9.774946856938507267e+01,2.643576881613767426e+01,3.242517774480353978e+02,2.992711811266856330e+02,5.445455469202797826e-07,9.320468857706086198e-07,3.566464415376789126e-13,1.253377611753749208e-11,8.230551054808879385e+00,7.528960948750407444e-08,8.888148988951237811e-08
2.250000000000000000e+01,5.818838249682086143e+02,6.991721099717460675e+03,8.893106672303219620e-03,9.774828355344396869e+01,2.496246763808389701e+01,3.242524872806455960e+02,3.082448458340725779e+02,5.604101338261976105e-07,9.617145067701089494e-07,3.584132368983022242e-13,1.310968711882966400e-11,8.249937114800401261e+00,8.315209899413993905e-08,8.888175655598565334e-08
2.253333333333333499e+01,5.758635329634249729e+02,6.993489508241749718e+03,9.134955856930224855e-03,9.774732604107497025e+01,2.421941314419614955e+01,3.242529023291614863e+02,3.165029128522244832e+02,5.693352878898470659e-07,9.807448555694724945e-07,3.561003643870716323e-13,1.357380626253831300e-11,8.267339982753291849e+00,9.108575127870765068e-08,8.888188449577503207e-08
2.256666666666666643e+01,5.705188894020309363e+02,6.994764142371450362e+03,9.363368130098633640e-03,9.774666421808505845e+01,2.418933938920486071e+01,3.242530918662056933e+02,3.240610954716738661e+02,5.710172316239167940e-07,9.885201265253748265e-07,3.497696487987635918e-13,1.390641075981309841e-11,8.282310265313451936e+00,9.880419009533663222e-08,8.888187024292652769e-08
2.260000000000000142e+01,5.659323566784169088e+02,6.995449778378326300e+03,9.534750653831912046e-03,9.774634446259535991e+01,2.474693667965199140e+01,3.242531412007865015e+02,3.310428970801568198e+02,5.653796458441313105e-07,9.847745264610656591e-07,3.396298168156638700e-13,1.409410570348241256e-11,8.294469905868545823e+00,1.059777120061071062e-07,8.888171281864117273e-08
2.263333333333333286e+01,5.621783638498345681e+02,6.995491819359759575e+03,9.616643358318110665e-03,9.774638908109803026e+01,2.570469362611125419e+01,3.242531449214300210e+02,3.376338038374424855e+02,5.525742711444238414e-07,9.695854670459287830e-07,3.260462586713041855e-13,1.412944155157815692e-11,8.303530457546695942e+00,1.122416131737164577e-07,8.888141377898268049e-08
2.266666666666666785e+01,5.593223435086561039e+02,6.994881685621429824e+03,9.590649063837212995e-03,9.774679585278585137e+01,2.684408570912793834e+01,3.242532002151898496e+02,3.440501369794807829e+02,5.329894429871174242e-07,9.433820505258155470e-07,3.095574066855747746e-13,1.401073698831212941e-11,8.309306851163274388e+00,1.172529699022493620e-07,8.888097720869386638e-08
2.269999999999999929e+01,5.574195479008434404e+02,6.993658495312841296e+03,9.453754394332703620e-03,9.774753881952953805e+01,2.793257007667878611e+01,3.242534006046578838e+02,3.505221038194996481e+02,5.072684277243718036e-07,9.069719368626059751e-07,2.908997185284267095e-13,1.374207661133371291e-11,8.311724834603488432e+00,1.206837943626306248e-07,8.888040965936919837e-08
2.273333333333333428e+01,5.565136521771252092e+02,6.991906673019263508e+03,9.218623648035080900e-03,9.774856993893928347e+01,2.873380866690079927e+01,3.242538300848547124e+02,3.572836237922146552e+02,4.763423056037352659e-07,8.615913299381214191e-07,2.710423992750644408e-13,1.333347761121690684e-11,8.310821147093914618e+00,1.223065740955781930e-07,8.887972003255654765e-08
2.276666666666666572e+01,5.566351984729859623e+02,6.989749659105315914e+03,8.913017616035936314e-03,9.774982158453526893e+01,2.902069955958195990e+01,3.242545575389730743e+02,4.559347901800367531e+00,4.414855403121420560e-07,8.089867628108200125e-07,2.512276452036955932e-13,1.280124745245614152e-11,8.306736613674825520e+00,1.219829171394241157e-07,8.887891941073139337e-08
2.280000000000000071e+01,5.577999755198778757e+02,6.987340382063208381e+03,8.578007805807705624e-03,9.775121019096978614e+01,2.860174922181557733e+01,3.242556315122977253e+02,1.253833718574130174e+01,4.044050348203174666e-07,7.515402698276501746e-07,2.329957835781505785e-13,1.216857513480698614e-11,8.299703319554001979e+00,1.197027809782697895e-07,8.887802084124755665e-08
2.283333333333333215e+01,5.600074563727732766e+02,6.984849485908413953e+03,8.264106417898648207e-03,9.775264139291238052e+01,2.736934568549173719e+01,3.242570758018998163e+02,2.132583859611871802e+01,3.673690631125419615e-07,6.924453097255100437e-07,2.181395290533152036e-13,1.146638974425730853e-11,8.290027561421858593e+00,1.156027224982280655e-07,8.887703908010643854e-08
2.286666666666666714e+01,5.632394280185578737e+02,6.982452431744161004e+03,8.024107401316139115e-03,9.775401672100642259e+01,2.536584677448916736e+01,3.242588866417953000e+02,3.087724285300316041e+01,3.333498716974568408e-07,6.359103426725919689e-07,2.084903186794776126e-13,1.073442524770912170e-11,8.278070308662320187e+00,1.099108349240859370e-07,8.887599030357136531e-08
2.289999999999999858e+01,5.674589427449349159e+02,6.980316551688091749e+03,7.902273655541879049e-03,9.775524140361412151e+01,2.283409718244693209e+01,3.242610323064997147e+02,4.094760937340194573e+01,3.060461201543891435e-07,5.872671878898475548e-07,2.054728216805282125e-13,1.002212704255942289e-11,8.264226612960218432e+00,1.029726028703094297e-07,8.887489179624513802e-08
2.293333333333333357e+01,5.726097070541866287e+02,6.978589004770281463e+03,7.922390723066961848e-03,9.775623231463109164e+01,2.019393307930941361e+01,3.242634556263576542e+02,5.111519869653605497e+01,2.894503830461172390e-07,5.526528000652353092e-07,2.095794178519821463e-13,9.388338733915180613e-12,8.248905071818578350e+00,9.515758230540348954e-08,8.887376162426161339e-08
2.296666666666666501e+01,5.786160044318186237e+02,6.977386443632923147e+03,8.080438571695734706e-03,9.775692485474617399e+01,1.791882701290800028e+01,3.242660792941051113e+02,6.090485890843636696e+01,2.866196628014895207e-07,5.377778411052831699e-07,2.201524561433278103e-13,8.897614578349346293e-12,8.232508316579099983e+00,8.687089260958359511e-08,8.887261830180723104e-08
2.300000000000000000e+01,5.853832256320500846e+02,6.976787078748770909e+03,8.346596731821184778e-03,9.775727769577380855e+01,1.637750808127259106e+01,3.242688131768550761e+02,6.994643054937094462e+01,2.981408894536534728e-07,5.458203935153601463e-07,2.356777431208403086e-13,8.610515425414924108e-12,8.215415604849882314e+00,7.848020361814150420e-08,8.887148045839961609e-08
2.303333333333333499e+01,5.927990533478661064e+02,6.976825701958556238e+03,8.675208690322129546e-03,9.775727481685490261e+01,1.574352941123284744e+01,3.242715623989251981e+02,7.806519767841672319e+01,3.217828131379328570e-07,5.758547839222286652e-07,2.543211464413419573e-13,8.568009938958325403e-12,8.197968787768957100e+00,7.030561538418203776e-08,8.887036651335319026e-08
2.306666666666666643e+01,6.007353147415192325e+02,6.977492051419254494e+03,9.016694348643295234e-03,9.775692492079136287e+01,1.600485067313088194e+01,3.242742349051699193e+02,8.527231739252711407e+01,3.537520586946219172e-07,6.233781878155284058e-07,2.743392682514189075e-13,8.777042233092694463e-12,8.180462927796803285e+00,6.258734763548190724e-08,0.000000000000000000e+00
2.310000000000000142e+01,6.090504737815866747e+02,6.978732639673277845e+03,9.326553743301536220e-03,9.775625887781434642e+01,1.702692590724523569e+01,3.242767475596293139e+02,9.170173788905781009e+01,3.901767405854644055e-07,6.823347877303372148e-07,2.942579757549592153e-13,9.207900923004895800e-12,8.163142460272112544e+00,5.549658140036146418e-08,0.000000000000000000e+00
2.313333333333333286e+01,6.175926908389991468e+02,6.980455868049218225e+03,9.570301978492290473e-03,9.775532609631994774e+01,1.861576782789682127e+01,3.242790304245165771e+02,9.754713459582960411e+01,4.278277753483875784e-07,7.468471823594049096e-07,3.128990007479054057e-13,9.805648390119631123e-12,8.146203006131131019e+00,4.913728789368639772e-08,0.000000000000000000e+00
2.316666666666666785e+01,6.262033300178655963e+02,6.982539730445891109e+03,9.725384421876481778e-03,9.775419061372461726e+01,2.055881345623544121e+01,3.242810294171269447e+02,1.030210403300838493e+02,4.642185203312546690e-07,8.119585852633647002e-07,3.293474169622705721e-13,1.050650635171914359e-11,8.129797976235408896e+00,4.354256747867116211e-08,0.000000000000000000e+00
2.319999999999999929e+01,6.347207603511009211e+02,6.984841380869483146e+03,9.781442533087188543e-03,9.775292731480708142e+01,2.264511114613174314e+01,3.242827079209241106e+02,1.083346502944019392e+02,4.974789484844629036e-07,8.737207678181196307e-07,3.429092762951984696e-13,1.124988199308699441e-11,8.114048277137611009e+00,3.870690251992291055e-08,0.000000000000000000e+00
2.323333333333333428e+01,6.429842802125430126e+02,6.987207497803377919e+03,9.739841030059833912e-03,9.775161824607943117e+01,2.467333947762665503e+01,3.242840479052619571e+02,1.136897921763439712e+02,5.262101854923382524e-07,9.290545680009185788e-07,3.530765283492398704e-13,1.198382132281804626e-11,8.099053041160827249e+00,3.459112407075611805e-08,0.000000000000000000e+00
2.326666666666666572e+01,6.508379964624438117e+02,6.989484522249299516e+03,9.612890011595785766e-03,9.775034869428080242e+01,2.645574015429298598e+01,3.242850508377342180e+02,1.192749797410209709e+02,5.493757002662037469e-07,9.755911166176674246e-07,3.595021702286533741e-13,1.266610751618371135e-11,8.084899496968189325e+00,3.113746666585644372e-08,0.000000000000000000e+00
2.330000000000000071e+01,6.581345107311848324e+02,6.991528043876702213e+03,9.422835796366907379e-03,9.774920267126847762e+01,2.782428768462545321e+01,3.242857382628307050e+02,1.252592274564555908e+02,5.662303862871520895e-07,1.011553143427111858e-06,3.619841754367802676e-13,1.326351053130293794e-11,8.071670773710973634e+00,2.828047197483056225e-08,0.000000000000000000e+00
2.333333333333333215e+01,6.647382967194561161e+02,6.993210902036604239e+03,9.200396575587761056e-03,9.774825769379593510e+01,2.864413233398093794e+01,3.242861515886519896e+02,1.317785898452511617e+02,5.762771159498763917e-07,1.035678750251545583e-06,3.604561684608198698e-13,1.375061055916870379e-11,8.059451324445351617e+00,2.595300328098548370e-08,0.000000000000000000e+00
2.336666666666666714e+01,6.705286852447409274e+02,6.994429840578768562e+03,8.982343348160773053e-03,9.774757914807830161e+01,2.883729853164864920e+01,3.242863505218344926e+02,1.389124435187793267e+02,5.792413982889943336e-07,1.047176293049936176e-06,3.549834019466924897e-13,1.410875571571767331e-11,8.048330429543591791e+00,2.409250643399923503e-08,0.000000000000000000e+00
2.339999999999999858e+01,6.754023999358071251e+02,6.995110725314900264e+03,8.807484850858126116e-03,9.774721490863521467e+01,2.841405582947899333e+01,3.242864097684365561e+02,1.466520949852670412e+02,5.750580082341197372e-07,1.045699449576526848e-06,3.457634387235957111e-13,1.432529396211822152e-11,8.038404633004445188e+00,2.264458701358682800e-08,0.000000000000000000e+00
2.343333333333333357e+01,6.792756019143238291e+02,6.995212365001405487e+03,8.710731186888146654e-03,9.774719107597232437e+01,2.749881408083778922e+01,3.242864140087554574e+02,1.548748628337099262e+02,5.638663396410310276e-07,1.031335265363821931e-06,3.331317929749534661e-13,1.439306778791480252e-11,8.029779869258771186e+00,2.156360055895673942e-08,0.000000000000000000e+00
2.346666666666666501e+01,6.820854075611140388e+02,6.994728892164781428e+03,8.716004892625778266e-03,9.774750962128612741e+01,2.632768015204786138e+01,3.242864516092754457e+02,1.633464973078802700e+02,5.460135600212889028e-07,1.004601889997765060e-06,3.175735723744199085e-13,1.431012725881225977e-11,8.022573537209606087e+00,2.081304343714753294e-08,0.000000000000000000e+00
2.350000000000000000e+01,6.837908448936212835e+02,6.993690526102258445e+03,8.830273381293551882e-03,9.774814839515890696e+01,2.520113925425672718e+01,3.242866078874768050e+02,1.717684744884902557e+02,5.220667460757702907e-07,9.664563569307478104e-07,2.997427037039659841e-13,1.407962704614672711e-11,8.016916098664770729e+00,2.036715038022715864e-08,0.000000000000000000e+00
2.353333333333333499e+01,6.843732184906955354e+02,6.992162442857124006e+03,9.041457728221279425e-03,9.774906347944889262e+01,2.440444094523751417e+01,3.242869588698263783e+02,1.798575852281437903e+02,4.928374534152997081e-07,9.183163133341649263e-07,2.804899481013455624e-13,1.370989580966348578e-11,8.012951204743645306e+00,2.020814701167087513e-08,0.000000000000000000e+00
2.356666666666666643e+01,6.838358666004576207e+02,6.990241488021854821e+03,9.321318482311121909e-03,9.775019339420390452e+01,2.413570039902733200e+01,3.242875663397067001e+02,1.874178082570313393e+02,4.594248595684972443e-07,8.621031604613516340e-07,2.608977068883224829e-13,1.321469104535489852e-11,8.010833129592755952e+00,2.032828344196558509e-08,0.000000000000000000e+00
2.360000000000000142e+01,6.822033198222256942e+02,6.988050619593506781e+03,9.631804318794050940e-03,9.775146436320376608e+01,2.447508080077987458e+01,3.242884746152077469e+02,1.943711014301992179e+02,4.232862153420650525e-07,8.003167435577128032e-07,2.423092820888048060e-13,1.261367319164002294e-11,8.010720537664596463e+00,2.072822299308527665e-08,0.000000000000000000e+00
2.363333333333333286e+01,6.795199065050761646e+02,6.985731239149908106e+03,9.932133037635019340e-03,9.775279578251426926e+01,2.539596750686097693e+01,3.242897090538293128e+02,2.007462001771806968e+02,3.863425614849441265e-07,7.361494886402895489e-07,2.263164488464449970e-13,1.193313733632407538e-11,8.012766290272828940e+00,2.141787915069910060e-08,0.000000000000000000e+00
2.366666666666666785e+01,6.758478892651348815e+02,6.983433890374817565e+03,1.018462851516558840e-02,9.775410522806828340e+01,2.679657927117004945e+01,3.242912759052397291e+02,2.066469775447189079e+02,3.511116521584656064e-07,6.736280918545144066e-07,2.146337676571787397e-13,1.120699647695954542e-11,8.017103920939872452e+00,2.241460129352346648e-08,8.886855962909918010e-08
2.369999999999999929e+01,6.712652510584508718e+02,6.981308091462553421e+03,1.035872342979678173e-02,9.775531269726937467e+01,2.853135119103955830e+01,3.242931629511045912e+02,2.122210309991954205e+02,3.207981056057851215e-07,6.177039437223623386e-07,2.087827320100540086e-13,1.047783912716124322e-11,8.023832295639271805e+00,2.374428742619616119e-08,8.886952956919540684e-08
2.373333333333333428e+01,6.658632676080083002e+02,6.979492275020109446e+03,1.043339950833147359e-02,9.775634416740523136e+01,3.043274975893097789e+01,3.242953404417472711e+02,2.176378357138853801e+02,2.991244616058166287e-07,5.740627782176323164e-07,2.096263248204978038e-13,9.797442679096869501e-12,8.033000541419326623e+00,2.544000564664620032e-08,8.887053741237475129e-08
2.376666666666666572e+01,6.597440066116284925e+02,6.978104625825974836e+03,1.039857510808815666e-02,9.775713480307598502e+01,3.232323843192079948e+01,3.242977620957894374e+02,2.230767463206495620e+02,2.895504096819340994e-07,5.482579062559043117e-07,2.170205440751076828e-13,9.225281734293105421e-12,8.044595364523933867e+00,2.754317676296947381e-08,8.887156590428504265e-08
2.380000000000000071e+01,6.530178725476041564e+02,6.977235672857873396e+03,1.025581460519296023e-02,9.775763220540363818e+01,3.402089186080468863e+01,3.243003663276042516e+02,2.287213497248235115e+02,2.938757736111908648e-07,5.440005949005580559e-07,2.298739422938325559e-13,8.822651167039145573e-12,8.058532377616446141e+00,3.010018527717935683e-08,8.887259739633699792e-08
2.383333333333333215e+01,6.458012842275984440e+02,6.976942981160207637e+03,1.001856662413095830e-02,9.775779987571935692e+01,3.534342775966143790e+01,3.243030781496869963e+02,2.347554009693895978e+02,3.112417131597303430e-07,5.614708467749096364e-07,2.465611163323893193e-13,8.640663838723090996e-12,8.074652148605801827e+00,3.316252510364098077e-08,8.887361410934113560e-08
2.386666666666666714e+01,6.382145358326221185e+02,6.977248046592699211e+03,9.711906377853081473e-03,9.775762070897913247e+01,3.611607262974486332e+01,3.243058123080509176e+02,2.413549269776435722e+02,3.386207515016674079e-07,5.971923175606967980e-07,2.653657596650606307e-13,8.704912710660999646e-12,8.092720684248105201e+00,3.678061693927271791e-08,8.887459840328075492e-08
2.389999999999999858e+01,6.303798607558887852e+02,6.978135235212162115e+03,9.371462285419277297e-03,9.775709995000369190e+01,3.618952130916104437e+01,3.243084780354161012e+02,2.486702391901553426e+02,3.722310101289912094e-07,6.456346226990618261e-07,2.847430894216141444e-13,9.005778312810146138e-12,8.112433323121791773e+00,4.100448830771056366e-08,8.887553305136289464e-08
2.393333333333333357e+01,6.224196991337547615e+02,6.979552514919027999e+03,9.040817354997794653e-03,9.775626681477012880e+01,3.547352756745553393e+01,3.243109853963529758e+02,2.567923187072511837e+02,4.085975146170424066e-07,7.010523320334335913e-07,3.034077440248119538e-13,9.502032130965499419e-12,8.133420800589791000e+00,4.587190274768555528e-08,8.887640151601949258e-08
2.396666666666666501e+01,6.144551657697855944e+02,6.981413797747158242e+03,8.766386657363213486e-03,9.775517401685300456e+01,3.398478399646808867e+01,3.243132526809645242e+02,2.657049163372817020e+02,4.449136439116425672e-07,7.584905056664011495e-07,3.203305455265146779e-13,1.013472122661310131e-11,8.155256630354829284e+00,5.140523570715521827e-08,8.887718822386232712e-08
2.400000000000000000e+01,6.066047205127682673e+02,6.983602888509422883e+03,8.589185595595955416e-03,9.775389476729429816e+01,3.189037225228440420e+01,3.243152138642278715e+02,2.752410870236523692e+02,4.790153432286825424e-07,8.140223390063868340e-07,3.347065557292563575e-13,1.084154706977349839e-11,8.177465740809964245e+00,5.760155582830526286e-08,8.887787883581483396e-08
2.403333333333333499e+01,5.989830489502706996e+02,6.985979207192945069e+03,8.534738193250223162e-03,9.775251734330483089e+01,2.950862433383264971e+01,3.243168249556159140e+02,2.850823184675677453e+02,5.092531418495791243e-07,8.646411619309370348e-07,3.459227480523956509e-13,1.156568964574936275e-11,8.199535129591190241e+00,6.441495787857415228e-08,8.887846050781446100e-08
2.406666666666666643e+01,5.917001579987826290e+02,6.988385494063785700e+03,8.605044181115869759e-03,9.775113787242212027e+01,2.723785861767471062e+01,3.243180682024209887e+02,2.948297907911611446e+02,5.343765771978881472e-07,9.080786083497107298e-07,3.535338195381360542e-13,1.225916444400054362e-11,8.220927724464981878e+00,7.176535810699647004e-08,8.887892213666710467e-08
2.410000000000000142e+01,5.848606731172734499e+02,6.990657535229908717e+03,8.777153961869907720e-03,9.774985236233644059e+01,2.543649841254656607e+01,3.243189535420101492e+02,3.041242601243839658e+02,5.534545190942526952e-07,9.426493390453577919e-07,3.572467627327282211e-13,1.288312673694242775e-11,8.241100367601909227e+00,7.950110691960357269e-08,8.887925458488982202e-08
2.413333333333333286e+01,5.785632930927314419e+02,6.992635565954440608e+03,9.009450754233948311e-03,9.774874909204574180e+01,2.432492180850548280e+01,3.243195172733377376e+02,3.127442179961936404e+02,5.658263828480509053e-07,9.671414523031823571e-07,3.569126511049314498e-13,1.340706599902250178e-11,8.259525866357849466e+00,8.742840656446600933e-08,8.887945087779955542e-08
2.416666666666666785e+01,5.729003236192493205e+02,6.994176521949566450e+03,9.252164704288169672e-03,9.774790225399030419e+01,2.395774005177981891e+01,3.243198184349310509e+02,3.206336298056614851e+02,5.710748597536387650e-07,9.807464159655399599e-07,3.525240918409362497e-13,1.380785603059331879e-11,8.275717694939833891e+00,9.528214159530637665e-08,8.887950636581908452e-08
2.419999999999999929e+01,5.679571853599678661e+02,6.995165885996198995e+03,9.457469070960993623e-03,9.774736730974267118e+01,2.425492436478722880e+01,3.243199336665169881e+02,3.278708326239453754e+02,5.690128263681330311e-07,9.830185967834998246e-07,3.442174880150050374e-13,1.406899937881456720e-11,8.289254718874845551e+00,1.027470829412615707e-07,8.887941884513964884e-08
2.423333333333333428e+01,5.638117877707202297e+02,6.995527690465403793e+03,9.586655463048581599e-03,9.774717807878568010e+01,2.505163094605324048e+01,3.243199513302905075e+02,3.346187422806115705e+02,5.596799947619214597e-07,9.738568292918296360e-07,3.322801385698809300e-13,1.418012672864325017e-11,8.299802766842351076e+00,1.094706152538548158e-07,8.887918863063448366e-08
2.426666666666666572e+01,5.605336820718944182e+02,6.995231382484596907e+03,9.614251057847926843e-03,9.774734529634616820e+01,2.613872183696853213e+01,3.243199654404230046e+02,3.410843712097237130e+02,5.433474869839923954e-07,9.535039146135047645e-07,3.171631417896736135e-13,1.413672252263249904e-11,8.307130258176687931e+00,1.151025712287349482e-07,8.887881857630341592e-08
2.430000000000000071e+01,5.581829515072824961e+02,6.994294710920185935e+03,9.529941242531514076e-03,9.774785633766531134e+01,2.728695029183453258e+01,3.243200696534456711e+02,3.474946871349220032e+02,5.205309604510134971e-07,9.225633461503131814e-07,2.995018800914007323e-13,1.394003849791899976e-11,8.311116284973760315e+00,1.192981272335373842e-07,8.887831404047124515e-08
2.433333333333333215e+01,5.568088525735829535e+02,6.992782409514342362e+03,9.339143162573736862e-03,9.774867597129194507e+01,2.825968513695367790e+01,3.243203513773948998e+02,3.540839365487932469e+02,4.920155588479113350e-07,8.820360061688072537e-07,2.801459249421787354e-13,1.359717615504620909e-11,8.311751074504709180e+00,1.217908758382356416e-07,8.887768279526343971e-08
2.436666666666666714e+01,5.564482723062606055e+02,6.990801031549305662e+03,9.062697760311631129e-03,9.774974823135555368e+01,2.882311928123307254e+01,3.243208860606470694e+02,1.083486188528392180e+00,4.588991334570996273e-07,8.333833141457939244e-07,2.601975951868981142e-13,1.312134688152297691e-11,8.309130019414112667e+00,1.223822148156535784e-07,8.887693488228250907e-08
2.439999999999999858e+01,5.571241021881252209e+02,6.988490677950249847e+03,8.735669818990316263e-03,9.775099962272038567e+01,2.876437495613916795e+01,3.243217318992382729e+02,8.703768370025144918e+00,4.226635317276794916e-07,7.786269323720991578e-07,2.410484258987892579e-13,1.253234435879969960e-11,8.303443016902054552e+00,1.210122663945687097e-07,8.887608241864583654e-08
2.443333333333333357e+01,5.588436447366727862e+02,6.986014499250532026e+03,8.404666392838114342e-03,9.775234379151406472e+01,2.792805652210490663e+01,3.243229254285894285e+02,1.709777792312472045e+01,3.852841910349767719e-07,7.204956560238193519e-07,2.243773914584920878e-13,1.185727375533871553e-11,8.294960633275248796e+00,1.177424628367140525e-07,8.887513935942828800e-08
2.446666666666666501e+01,5.615971685746657158e+02,6.983546808097089524e+03,8.122510005952912962e-03,9.775368752115845439e+01,2.627562452392681536e+01,3.243244785847261937e+02,2.630174574897525019e+01,3.493736084750990560e-07,6.626167095538268413e-07,2.120320020231284544e-13,1.113153996750054876e-11,8.284017933002544964e+00,1.127600936745357381e-07,8.887412122396316876e-08
2.450000000000000000e+01,5.653567208009800424e+02,6.981260547289853093e+03,7.939177370792447480e-03,9.775493757159277664e+01,2.395036703966849956e+01,3.243263777292294776e+02,3.617021173581661486e+01,3.182904695402450590e-07,6.096922659726247056e-07,2.056952829901077037e-13,1.039991622562824228e-11,8.270996218534476085e+00,1.063662281756867375e-07,8.887304479433937693e-08
2.453333333333333499e+01,5.700752997518284246e+02,6.979314837222112146e+03,7.889804202563919025e-03,9.775600762803516375e+01,2.129759492912725349e+01,3.243285848397267728e+02,4.635586927153021719e+01,2.959837552633309462e-07,5.674535454238670501e-07,2.063627976407572167e-13,9.717031366999805810e-12,8.256302866055786893e+00,9.891505359467169941e-08,8.887192779478689946e-08
2.456666666666666643e+01,5.756864889534357417e+02,6.977843409073903786e+03,7.984192176850250788e-03,9.775682458107418427e+01,1.878734663639255231e+01,3.243310406872096223e+02,5.638689466459123878e+01,2.861684442933110929e-07,5.419636921328773037e-07,2.139279436240505211e-13,9.145675048451979782e-12,8.240350019409410365e+00,9.080985371338402572e-08,8.887078856047831382e-08
2.460000000000000142e+01,5.821046493378402147e+02,6.976944847459426455e+03,8.203946712767319280e-03,9.775733353392629965e+01,1.685826555681684980e+01,3.243336695093845492e+02,6.582309767344136731e+01,2.907915585275639484e-07,5.379187161544989051e-07,2.272337665133342559e-13,8.750293825684960128e-12,8.223533821250319065e+00,8.242966893978447540e-08,8.886964570365645818e-08
2.463333333333333286e+01,5.892257526747854399e+02,6.976675591384966538e+03,8.509245751905630123e-03,9.775750123258056590e+01,1.578275592442460962e+01,3.243363845622621966e+02,7.439078677724073430e+01,3.089234982555115379e-07,5.565986993336103187e-07,2.445426635976903401e-13,8.583836672004908253e-12,8.206216573917791024e+00,7.412008220934419057e-08,8.886851778404219875e-08
2.466666666666666785e+01,5.969289071964491313e+02,6.977046466641582811e+03,8.850773200646554206e-03,9.775731789775912262e+01,1.563063301600604404e+01,3.243390940086845831e+02,8.201913343691812486e+01,3.373249730014487897e-07,5.952233266443853442e-07,2.640377801792199329e-13,8.671332427939247523e-12,8.188714239994929756e+00,6.616172472405077630e-08,8.886742298936338057e-08
2.469999999999999929e+01,6.050785754531640350e+02,6.978023107290019652e+03,9.180628061474965448e-03,9.775679759009715042e+01,1.631536641533860887e+01,3.243417067974161228e+02,8.879393707257918322e+01,3.720192563100197428e-07,6.483699410312856113e-07,2.841094883858564604e-13,9.000334103017955767e-12,8.171290841322598197e+00,5.876425403882083441e-08,0.000000000000000000e+00
2.473333333333333428e+01,6.135274228628081801e+02,6.979530167871746016e+03,9.459202210841996528e-03,9.775597722986897509e+01,1.766320692590162977e+01,3.243441383820929786e+02,9.488850094104792277e+01,4.094228963245508310e-07,7.099976011484097655e-07,3.034420205732516967e-13,9.526064560287140916e-12,8.154159839001273724e+00,5.205609791720746391e-08,0.000000000000000000e+00
