# Time (Hours), Altitude, Semi Major Axis, Eccentricity, Inclination, Argument Of Periapsis, RAAN, True Anomaly, Acceleration Norm PM Sun, Acceleration Norm PM Moon, Acceleration Norm PM Mars, Acceleration Norm PM Venus, Acceleration Norm SH Earth, Acceleration Norm Aero Earth, Acceleration Norm RP Sun
1.323333333333333250e+01,5.714489682153705417e+02,6.978884363092955937e+03,7.927468590641684881e-03,9.775596132951592665e+01,2.161403523065024146e+01,3.238659673237277161e+02,4.916325404651137632e+01,2.900324028751242011e-07,5.548845735988082694e-07,2.111625712497779031e-13,9.231707113216231377e-12,8.251680119187330575e+00,9.685113122170623866e-08,8.888807473636650322e-08
1.326666666666666750e+01,5.773147390368459355e+02,6.977660336256780283e+03,8.073133009132650931e-03,9.775665315666037714e+01,1.928456350309639333e+01,3.238684948944754183e+02,5.901008878372977762e+01,2.864331073059419468e-07,5.423499833424350128e-07,2.214616384507137146e-13,8.745721172543267007e-12,8.235579096484581640e+00,8.859542318231865984e-08,8.888693168804943733e-08
1.330000000000000071e+01,5.839689086883962545e+02,6.977042612095417098e+03,8.331340575994262282e-03,9.775702138065035740e+01,1.766445165855081711e+01,3.238711589202358709e+02,6.813352188180586211e+01,2.972410050806461388e-07,5.544862091096101893e-07,2.369489150778961040e-13,8.456456050025159779e-12,8.218723739367359116e+00,8.016102998967631139e-08,8.888579314803778404e-08
1.333333333333333393e+01,5.913009676005887059e+02,6.977066565624181749e+03,8.656995575322424044e-03,9.775704277010554222e+01,1.694638168216428298e+01,3.238738761919287299e+02,7.633964821548374857e+01,3.203489043408934137e-07,5.896028111292925565e-07,2.557564973082070783e-13,8.404899160995562215e-12,8.201452136349098865e+00,7.188223570662033548e-08,8.888467756984687907e-08
1.336666666666666714e+01,5.991839399186866331e+02,6.977721614355144993e+03,9.000121517397522211e-03,9.775671574339546055e+01,1.713155619181828015e+01,3.238765584482904387e+02,8.362631793359577159e+01,3.519997609656485874e-07,6.423572402048118087e-07,2.760886970652542601e-13,8.599307395158142463e-12,8.184054378543409669e+00,6.402408964119031907e-08,0.000000000000000000e+00
1.340000000000000036e+01,6.074769004741357321e+02,6.978953523814367145e+03,9.315346368167639127e-03,9.775606134111552592e+01,1.809178729684131071e+01,3.238791181464079614e+02,9.012105456427583761e+01,3.882968524998729653e-07,7.061276153507685342e-07,2.964202525527005810e-13,9.012060088928840126e-12,8.166770543070011712e+00,5.677581004209896416e-08,0.000000000000000000e+00
1.343333333333333357e+01,6.160280775918857898e+02,6.980670044652454635e+03,9.567169070799007649e-03,9.775512248117031788e+01,1.963502359878648917e+01,3.238814748846792213e+02,9.601553000276508953e+01,4.259687978664914372e-07,7.747614280837802695e-07,3.155301298425273930e-13,9.590313223413270484e-12,8.149794312977956423e+00,5.024542024231379810e-08,0.000000000000000000e+00
1.346666666666666679e+01,6.246784018641803868e+02,6.982748925571407199e+03,9.732007476171065236e-03,9.775396125155171489e+01,2.154874554257629526e+01,3.238835616495439922e+02,1.015221667727421533e+02,4.624907714774456304e-07,8.431969322321082245e-07,3.324695099724695328e-13,1.027193611450128890e-11,8.133280415386863638e+00,4.448526850522964646e-08,0.000000000000000000e+00
1.350000000000000000e+01,6.332653363611967734e+02,6.985047468606299844e+03,9.798490370327457913e-03,9.775265442006268302e+01,2.362155624994011660e+01,3.238853300197303611e+02,1.068525409692967685e+02,4.959632822050247445e-07,9.074552828890262856e-07,3.465178211028936689e-13,1.099749246276689382e-11,8.117353839411157068e+00,3.949406855653076034e-08,0.000000000000000000e+00
1.353333333333333321e+01,6.416268204464968221e+02,6.987412640749045750e+03,9.766993833108809225e-03,9.775128772430927881e+01,2.565161294059880248e+01,3.238867536364189164e+02,1.122089412195005593e+02,5.249653389627419869e-07,9.644553404066431855e-07,3.571459030158686095e-13,1.171581757229760686e-11,8.102119144905623571e+00,3.523660539988183535e-08,0.000000000000000000e+00
1.356666666666666643e+01,6.496051710896613258e+02,6.989691027642643348e+03,9.648896792490523414e-03,9.774994969239497777e+01,2.745041090815618645e+01,3.238878296407304447e+02,1.177805720783077703e+02,5.484433686429985866e-07,1.011839015340862536e-06,3.639897885727942608e-13,1.238523980839389173e-11,8.087668845104703408e+00,3.165659452912146418e-08,0.000000000000000000e+00
1.359999999999999964e+01,6.570508070532512193e+02,6.991738116819557035e+03,9.465628610925496192e-03,9.774872569740124106e+01,2.884854959174318267e+01,3.238885781791757381e+02,1.237377727019577662e+02,5.656384938186910270e-07,1.047849312726638115e-06,3.668336704916579718e-13,1.297290825201929661e-11,8.074090523350431425e+00,2.868818713737726799e-08,0.000000000000000000e+00
1.363333333333333286e+01,6.638256843896973578e+02,6.993426574460184383e+03,9.247265303526404703e-03,9.774769272129350384e+01,2.970864047233740735e+01,3.238890403559286142e+02,1.302190914671122641e+02,5.760418655693373289e-07,1.071255030736084915e-06,3.655999104105688107e-13,1.345365746443868073e-11,8.061472786500640808e+00,2.626327311999774745e-08,0.000000000000000000e+00
1.366666666666666607e+01,6.698063517590462652e+02,6.994653278096003305e+03,9.030161673712329071e-03,9.774691501818394102e+01,2.994838066390050457e+01,3.238892750940623841e+02,1.373081930612109431e+02,5.793685154499480762e-07,1.081307424454046676e-06,3.603445334121464186e-13,1.380898488034439130e-11,8.049910269968746590e+00,2.431744175466490789e-08,0.000000000000000000e+00
1.369999999999999929e+01,6.748865500374650992e+02,6.995344894090972048e+03,8.852985632195282950e-03,9.774644065030537377e+01,2.957139733768515200e+01,3.238893552759149657e+02,1.450029932599098004e+02,5.755434191986809931e-07,1.077716834742081907e-06,3.512575213223197513e-13,1.402629084139540563e-11,8.039507747047249353e+00,2.279417245491162150e-08,0.000000000000000000e+00
1.373333333333333250e+01,6.789792943245889774e+02,6.995461780358730721e+03,8.750847456287976986e-03,9.774629880146072480e+01,2.869328412416179219e+01,3.238893633562273635e+02,1.531896005157620380e+02,5.646963865100711576e-07,1.060641933215120770e-06,3.386680995154673175e-13,1.409837493644660918e-11,8.030383110253907830e+00,2.164509755676407764e-08,0.000000000000000000e+00
1.376666666666666750e+01,6.820183908963455224e+02,6.994999998688099367e+03,8.748285214217043151e-03,9.774649785445683392e+01,2.754071570246768630e+01,3.238893864953918751e+02,1.616431783032519718e+02,5.471647442796247805e-07,1.030688600614241271e-06,3.230560362181827407e-13,1.402314645099635768e-11,8.022668756316553740e+00,2.083153599357493599e-08,0.000000000000000000e+00
1.380000000000000071e+01,6.839593595405993938e+02,6.993991273102621562e+03,8.853324636179393109e-03,9.774702438299870266e+01,2.640706236927297823e+01,3.238895112314194762e+02,1.700723064704421574e+02,5.235048893844462279e-07,9.889194292288998911e-07,3.050705822509705463e-13,1.380351512503347915e-11,8.016510842553197236e+00,2.032578840844050949e-08,0.000000000000000000e+00
1.383333333333333393e+01,6.847797539496571062e+02,6.992500842255980388e+03,9.055307028090044466e-03,9.774784334992493484e+01,2.557554407464124324e+01,3.238898178226053801e+02,1.781958020691014326e+02,4.945160475157007279e-07,9.368787850653612929e-07,2.855584564735354777e-13,1.344745016607310249e-11,8.012066030188979227e+00,2.010800758397652511e-08,0.000000000000000000e+00
1.386666666666666714e+01,6.844788981614960903e+02,6.990623309844772848e+03,9.327587899554037193e-03,9.774889982699107804e+01,2.524809394320496381e+01,3.238903746022980954e+02,1.858138295713185641e+02,4.612822376085937288e-07,8.766424534704166330e-07,2.655994225916477133e-13,1.296821938848749199e-11,8.009495644744740517e+00,2.016827925267452921e-08,0.000000000000000000e+00
1.390000000000000036e+01,6.830770824980652378e+02,6.988476763682702767e+03,9.633649614747255910e-03,9.775012241046837858e+01,2.551312161224548447e+01,3.238912328965898837e+02,1.928401100875979921e+02,4.252410702883807099e-07,8.109041568746254457e-07,2.465383116069433302e-13,1.238484037115199313e-11,8.008957563869275376e+00,2.050579146679199372e-08,0.000000000000000000e+00
1.393333333333333357e+01,6.806142844928903060e+02,6.986195572700414232e+03,9.933942519732568907e-03,9.775142822473657134e+01,2.635446311408373532e+01,3.238924231586309475e+02,1.992929428680116359e+02,3.882875491696108776e-07,7.431088653214839441e-07,2.299792056954374901e-13,1.172278015069459901e-11,8.010596472800989076e+00,2.112786844926019373e-08,0.000000000000000000e+00
1.396666666666666679e+01,6.771484959811735962e+02,6.983922348873203191e+03,1.019149177735679222e-02,9.775272906841445320e+01,2.768119272466325498e+01,3.238939528958723599e+02,2.052653637578244457e+02,3.529062965285707528e-07,6.776192096127152500e-07,2.176709298271964640e-13,1.101489830863875087e-11,8.014533316113672257e+00,2.205099717076598710e-08,8.888277557031352393e-08
1.400000000000000000e+01,6.727537456606692103e+02,6.981799575049109080e+03,1.037569877069063375e-02,9.775393798339302975e+01,2.935790973284046501e+01,3.238958067014845597e+02,2.108948278255340085e+02,3.222670872906838216e-07,6.198189806873998540e-07,2.112009488843739922e-13,1.030246708148435379e-11,8.020854782589697862e+00,2.329832559842961329e-08,8.888374373592572758e-08
1.403333333333333321e+01,6.675179055582499359e+02,6.979961398217623355e+03,1.046465448571098737e-02,9.775497542506563775e+01,3.122588282278508132e+01,3.238979483185688082e+02,2.163420337477580517e+02,3.000766761535364050e-07,5.758710797680460438e-07,2.115223055502641807e-13,9.635685637162778111e-12,8.029603515079315912e+00,2.490289057082713933e-08,8.888475064493171774e-08
1.406666666666666643e+01,6.615403682777937320e+02,6.978525839141457254e+03,1.044653067945201450e-02,9.775577431503330672e+01,3.311444541426327959e+01,3.239003242562264973e+02,2.217794968956836783e+02,2.898356675136791721e-07,5.516561583598277924e-07,2.185719126199072514e-13,9.072306644372253506e-12,8.040769497926810061e+00,2.690358566015426572e-08,8.888577907421976481e-08
1.409999999999999964e+01,6.549296718628490908e+02,6.977587843106356559e+03,1.032045984365213484e-02,9.775628359051361826e+01,3.484593100462022619e+01,3.239028682469546538e+02,2.273865824599737664e+02,2.934588360197807024e-07,5.507679856485008097e-07,2.312954380360159405e-13,8.672100932693252562e-12,8.054282862149259259e+00,2.934548208141595706e-08,8.888681139566544444e-08
1.413333333333333286e+01,6.478011428998913743e+02,6.977213341182216027e+03,1.009711118557917939e-02,9.775647025000732526e+01,3.623876956911689007e+01,3.239055057825899553e+02,2.333463780113316943e+02,3.102234145025238730e-07,5.727429525463205743e-07,2.480560140338533444e-13,8.485422597141595294e-12,8.070008228515296977e+00,3.227964829781889736e-08,8.888782983948351136e-08
1.416666666666666607e+01,6.402746234537102055e+02,6.977434569639516667e+03,9.798902731876486458e-03,9.775632025180328810e+01,3.711404460310514253e+01,3.239081581936994780e+02,2.398391064559667427e+02,3.371817804344984186e-07,6.132699056217210297e-07,2.670976875479625621e-13,8.538358667492129525e-12,8.087740736927264251e+00,3.575724394858425194e-08,8.888881676344275009e-08
1.419999999999999929e+01,6.324723429484041617e+02,6.978246913895109174e+03,9.459474300899575056e-03,9.775583877876577787e+01,3.731182944666986145e+01,3.239107461248940467e+02,2.470257614148398488e+02,3.705613509457848436e-07,6.661895016254772936e-07,2.868292071116091751e-13,8.822964631810293946e-12,8.107204075128425558e+00,3.982858968123276288e-08,8.888975492595936301e-08
1.423333333333333250e+01,6.245169911422879068e+02,6.979607591270521880e+03,9.121643911564484078e-03,9.775505027981748185e+01,3.672353930370694997e+01,3.239131926666849495e+02,2.550157294204628045e+02,4.068601774188873709e-07,7.254370617411342899e-07,3.059230405626738910e-13,9.300208299949086628e-12,8.128051047342186308e+00,4.453489545921624986e-08,8.889062776079454617e-08
1.426666666666666750e+01,6.165300398921035594e+02,6.981436511605426858e+03,8.832737050031562454e-03,9.775399836674760934e+01,3.534090614853723622e+01,3.239154266569422589e+02,2.638177926651738971e+02,4.432379670097229069e-07,7.859488204108494412e-07,3.233151227816416409e-13,9.913163594391029022e-12,8.149867405195198700e+00,4.990332518384955465e-08,8.889141965059254318e-08
1.430000000000000071e+01,6.086303469074666737e+02,6.983619616590907754e+03,8.636479494152152214e-03,9.775274521913999592e+01,3.330554182376948802e+01,3.239173866334724607e+02,2.732905479976356560e+02,4.775017008551862814e-07,8.437876975867178297e-07,3.381723201392175650e-13,1.060108487985536550e-11,8.172179687832921147e+00,5.593465022448660607e-08,8.889211619581923081e-08
1.433333333333333393e+01,6.009330529704866422e+02,6.986014868916720843e+03,8.562398742229800769e-03,9.775136982355721216e+01,3.092080941505151159e+01,3.239190255812492865e+02,2.831305230796675687e+02,5.079790923666620488e-07,8.959720869449284015e-07,3.498586255203904099e-13,1.130824776106974366e-11,8.194467611428965625e+00,6.260250533034254421e-08,8.889270447482923881e-08
1.436666666666666714e+01,5.935487560978606325e+02,6.988460834487366810e+03,8.616594539789584548e-03,9.774996432276209646e+01,2.858955565738741811e+01,3.239203160799108332e+02,2.929344378532230166e+02,5.334014838654041702e-07,9.402678722965808026e-07,3.579096277275598843e-13,1.198742476011844498e-11,8.216181102666460845e+00,6.982664700786193200e-08,8.889317328987440069e-08
1.440000000000000036e+01,5.865829151123380143e+02,6.990787496458737223e+03,8.778970947741923658e-03,9.774862805957465639e+01,2.669230832336035419e+01,3.239212549262165339e+02,3.023210080916012430e+02,5.528224264205642020e-07,9.750249453197716100e-07,3.620161044068018626e-13,1.260029150510171305e-11,8.236761452993192734e+00,7.748577805506840299e-08,8.889351339298154011e-08
1.443333333333333357e+01,5.801354060526145986e+02,6.992828606087678054e+03,9.008832263489828518e-03,9.774745950841334263e+01,2.547726759723794032e+01,3.239218660145356239e+02,3.110409625079744274e+02,5.655675961741811183e-07,9.990664593524138594e-07,3.620151502200663266e-13,1.311668321052435670e-11,8.255665404891377790e+00,8.538467653752404698e-08,8.889371768492274683e-08
1.446666666666666679e+01,5.743001333605833452e+02,6.994434576279605608e+03,9.255607121470931301e-03,9.774654700087192793e+01,2.502125260204570978e+01,3.239222003684937476e+02,3.190161124436713180e+02,5.712066762583079946e-07,1.011619994786627937e-06,3.578871903682246865e-13,1.351367716209018674e-11,8.272390414041547402e+00,9.328543567628049613e-08,8.889378138014517209e-08
1.450000000000000000e+01,5.691645886444943017e+02,6.995484724614480911e+03,9.469614110705164983e-03,9.774595970627360941e+01,2.525681601380104269e+01,3.239223327452327226e+02,3.263122610888328836e+02,5.695397240145610336e-07,1.012279058999280218e-06,3.497579223776970836e-13,1.377485236567753573e-11,8.286498987590757537e+00,1.008761753459999845e-07,8.889370213067004504e-08
1.453333333333333321e+01,5.648092558788787301e+02,6.995897624003245255e+03,9.609873092801724317e-03,9.774574049489925187e+01,2.602372715556645844e+01,3.239223550304049581e+02,3.330877514277265163e+02,5.605934405753769912e-07,1.000986961860624073e-06,3.379051368745424968e-13,1.388979506264401265e-11,8.297639950498327366e+00,1.078211867587787013e-07,8.889348010271111737e-08
1.456666666666666643e+01,5.613067834020648661e+02,6.995638443571652715e+03,9.648652070176531870e-03,9.774590199379308331e+01,2.711260302708630832e+01,3.239223674396082515e+02,3.395498727434090824e+02,5.446253936627536679e-07,9.780390920472154462e-07,3.227713364348199883e-13,1.385382534146983472e-11,8.305564743405211559e+00,1.137507871436208342e-07,8.889311800111901510e-08
1.459999999999999964e+01,5.587208776134913251e+02,6.994722448780701598e+03,9.573658600252830594e-03,9.774642642708559492e+01,2.829135808220627624e+01,3.239224690585736539e+02,3.459284538757772793e+02,5.221366840509878140e-07,9.441033550017305785e-07,3.049839466243358859e-13,1.366790785667422192e-11,8.310137351404854655e+00,1.183264400679155301e-07,8.889262103865746099e-08
1.463333333333333286e+01,5.571049163880227297e+02,6.993214236177886050e+03,9.388791903893902932e-03,9.774726895424437600e+01,2.931898417552617886e+01,3.239227493086371510e+02,3.524621305517241581e+02,4.938961708429632969e-07,9.002623573071195515e-07,2.853851335154654144e-13,1.333872728005675430e-11,8.311337111859073090e+00,1.212460147849179801e-07,8.889199684938712798e-08
1.466666666666666607e+01,5.565003262825711090e+02,6.991222741823979959e+03,9.113944738682379712e-03,9.774836348220043192e+01,2.995591891060129086e+01,3.239232815111017771e+02,3.593880270667528407e+02,4.609825137944630646e-07,8.480852398415804973e-07,2.650710274451130604e-13,1.287893566131040358e-11,8.309254350266803257e+00,1.222954827342158075e-07,8.889125534786022887e-08
1.469999999999999929e+01,5.569348107937928489e+02,6.988892513953055641e+03,8.783838370290992723e-03,9.774962957275910469e+01,2.998170892394584541e+01,3.239241190180217131e+02,6.924144135121790278e+00,4.248536819833977953e-07,7.897415148955621805e-07,2.454309845661786941e-13,1.230760414695470444e-11,8.304079457475360471e+00,1.213781728032477019e-07,8.889040853814758138e-08
1.473333333333333250e+01,5.584205520567317080e+02,6.986392117498167863e+03,8.445313486942964548e-03,9.775097918033108613e+01,2.923078569322865405e+01,3.239252936557246585e+02,1.523363361304257602e+01,3.874543904847623374e-07,7.281704145546522165e-07,2.281531609020246341e-13,1.165092187036494157e-11,8.296086582617681060e+00,1.185202108869403877e-07,8.888947027872071135e-08
1.476666666666666750e+01,5.609525314882267821e+02,6.983900795773181017e+03,8.151961420008306883e-03,9.775232243687622713e+01,2.765143195102942641e+01,3.239268157547657552e+02,2.436588037399699402e+01,3.513587477013055860e-07,6.673039453951203988e-07,2.151192195653906378e-13,1.094314623982025669e-11,8.285613529677485545e+00,1.138923173291334553e-07,8.888845601069544007e-08
1.480000000000000071e+01,5.645071235452685414e+02,6.981594630246818269e+03,7.955041603864870803e-03,9.775357231749293874e+01,2.537226350048147339e+01,3.239286749571801352e+02,3.419006509598676047e+01,3.198857029321159915e-07,6.122733672843571137e-07,2.080851090009704284e-13,1.022763969931707280e-11,8.273039684850344244e+00,1.077645216423792476e-07,8.888738245783891350e-08
1.483333333333333393e+01,5.690411102141616766e+02,6.979633412837036303e+03,7.891422336630380188e-03,9.775464851030204727e+01,2.272713120311787804e+01,3.239308412676801368e+02,4.437030204629292740e+01,2.969680979348233302e-07,5.693441735093330193e-07,2.081518853888061488e-13,9.557373281378755200e-12,8.258763854361891532e+00,1.004890569251119004e-07,8.888626730702087758e-08
1.486666666666666714e+01,5.744912429319880403e+02,6.978149295079389049e+03,7.972845548591312240e-03,9.775548100021816822e+01,2.018367197964912307e+01,3.239332662743892115e+02,5.443712223684623552e+01,2.863740701945307345e-07,5.450553230929052336e-07,2.153110314260101736e-13,8.993384601185881371e-12,8.243183759861084425e+00,9.246844908923303378e-08,8.888512887753975796e-08
1.490000000000000036e+01,5.807744457112709142e+02,6.977238036450610707e+03,8.182651929695961696e-03,9.775601372820771928e+01,1.818881289976114601e+01,3.239358848754593510e+02,6.394199744978212152e+01,2.901924215252877740e-07,5.441887752669921513e-07,2.284515752231542869e-13,8.598671159245575432e-12,8.226678639686619832e+00,8.408931307728706132e-08,8.888398578709679222e-08
1.493333333333333357e+01,5.877887118308879053e+02,6.976953378051352047e+03,8.482195856219164679e-03,9.775620831913226993e+01,1.702936653969484837e+01,3.239386180268902535e+02,7.259676684848751904e+01,3.076544014459710080e-07,5.675113163519476293e-07,2.458227618392550898e-13,8.425644953563017544e-12,8.209595977150865309e+00,7.571862744538363648e-08,8.888285662128872375e-08
1.496666666666666679e+01,5.954147008848376572e+02,6.977304756335484853e+03,8.822658808725668614e-03,9.775604747305841613e+01,1.678943949001033786e+01,3.239413769095302200e+02,8.031624443212204767e+01,3.356059471222166244e-07,6.113874877946028920e-07,2.655610123914352307e-13,8.500148143246540058e-12,8.192242876873018886e+00,6.765730462427246638e-08,8.888175961250829191e-08
1.500000000000000000e+01,6.035179976328238354e+02,6.978258265826532806e+03,9.156017659711258513e-03,9.775553736584782882e+01,1.739327855517608512e+01,3.239440685634645547e+02,8.717538309737126667e+01,3.700696931196097103e-07,6.696583617989481171e-07,2.860027891374777203e-13,8.811670158987452499e-12,8.174882103437589365e+00,6.011262552450643176e-08,0.000000000000000000e+00
1.503333333333333321e+01,6.119519537545359071e+02,6.979740606496530745e+03,9.442039625799904246e-03,9.775470839784145483e+01,1.867400346440286896e+01,3.239466026199136195e+02,9.334054690345064387e+01,4.074222551662390623e-07,7.358556526893892929e-07,3.057843925625409297e-13,9.317706935326446965e-12,8.157732347577775656e+00,5.324553669518096687e-08,0.000000000000000000e+00
1.506666666666666643e+01,6.205610020357119083e+02,6.981645396360239829e+03,9.651532056746341126e-03,9.775361385976619033e+01,2.042744586552792541e+01,3.239488983914175151e+02,9.901567223602673096e+01,4.447796047910709984e-07,8.043710668637701574e-07,3.238326359369525193e-13,9.958576153038222233e-12,8.140971946261078784e+00,4.712744629293019722e-08,0.000000000000000000e+00
1.509999999999999964e+01,6.291843073571361629e+02,6.983841310162499212e+03,9.767291931804287369e-03,9.775232644625089051e+01,2.244232864242007253e+01,3.239508914519602740e+02,1.044120842935451350e+02,4.799542216639810989e-07,8.707098361194881652e-07,3.393229775296048106e-13,1.067218339966382440e-11,8.124745096506750031e+00,4.178164745371498473e-08,0.000000000000000000e+00
1.513333333333333286e+01,6.376596098250988689e+02,6.986181353957294050e+03,9.783968219631891325e-03,9.775093292196073946e+01,2.451334998993915804e+01,3.239525388864844331e+02,1.097354049803532661e+02,5.113063298204602151e-07,9.313666649380364498e-07,3.516383624031118441e-13,1.140270363059026262e-11,8.109169552293964855e+00,3.718672715566434319e-08,0.000000000000000000e+00
1.516666666666666607e+01,6.458271131712673423e+02,6.988512604817491592e+03,9.707497087838747388e-03,9.774952752642393250e+01,2.644615528460941789e+01,3.239538226194512163e+02,1.151805696600113009e+02,5.376129236989257654e-07,9.836385124011865023e-07,3.603379774140305910e-13,1.210361397166895360e-11,8.094344878581132718e+00,3.329662673757799674e-08,0.000000000000000000e+00
1.519999999999999929e+01,6.535332788956249033e+02,6.990685817383266112e+03,9.554323957159131450e-03,9.774820483712173314e+01,2.806150466632366758e+01,3.239547505434354662e+02,1.209276453369747202e+02,5.579772211258960440e-07,1.025476432455009181e-06,3.651360856522957175e-13,1.273770411587022148e-11,8.080360504848345116e+00,3.004778314148090491e-08,0.000000000000000000e+00
1.523333333333333250e+01,6.606344002263481343e+02,6.992564377098954537e+03,9.350302795327888189e-03,9.774705280243229311e+01,2.920427477381730696e+01,3.239553554692341208e+02,1.271328122814251032e+02,5.717715603628599529e-07,1.055388604177222422e-06,3.658888862740694435e-13,1.327604884342425856e-11,8.067303024436803582e+00,2.737417984740785690e-08,0.000000000000000000e+00
1.526666666666666750e+01,6.669998473751386427e+02,6.994032173842376324e+03,9.128892260328777195e-03,9.774614654688339499e+01,2.976143952830080863e+01,3.239556921537318317e+02,1.339103646186359526e+02,5.786031386518062598e-07,1.072382441099977666e-06,3.625874976512424042e-13,1.369688736553544216e-11,8.055262376887295517e+00,2.520874860951904911e-08,0.000000000000000000e+00
1.530000000000000071e+01,6.725148946723277277e+02,6.995000061595075749e+03,8.928063548422043860e-03,9.774554339311410445e+01,2.968982126870446336e+01,3.239558328090935220e+02,1.413049389387261670e+02,5.782946629596472971e-07,1.075932135156003923e-06,3.553559489530350117e-13,1.398472484229730563e-11,8.044336692793590871e+00,2.349083931989612409e-08,0.000000000000000000e+00
1.533333333333333393e+01,6.770830594957815265e+02,6.995410652942639899e+03,8.785392741842522682e-03,9.774527938027756591e+01,2.904665087645149413e+01,3.239558615652072149e+02,1.492609325794988990e+02,5.708751694688858206e-07,1.065961993899051491e-06,3.444539498162066371e-13,1.412970428433621502e-11,8.034635658593014540e+00,2.216921349010807305e-08,0.000000000000000000e+00
1.536666666666666714e+01,6.806279017635686159e+02,6.995241270909427840e+03,8.731476298707017622e-03,9.774536741071325707e+01,2.800496250078916560e+01,3.239558683688719043e+02,1.576070861849275673e+02,5.565788766523304838e-07,1.042840435352945529e-06,3.302850636763533971e-13,1.412721515812052627e-11,8.026282278233349388e+00,2.119973201998148259e-08,0.000000000000000000e+00
1.540000000000000036e+01,6.830942511397516910e+02,6.994504949455755195e+03,8.783153091086388572e-03,9.774579703209029446e+01,2.683192377694369313e+01,3.239559427797452713e+02,1.660781297803077621e+02,5.358521152116635476e-07,1.007383587425503984e-06,3.134116567231770688e-13,1.397769757315316370e-11,8.019412894180083740e+00,2.055027710780752557e-08,0.000000000000000000e+00
1.543333333333333357e+01,6.844488474269089693e+02,6.993249445065326654e+03,8.939169281135212614e-03,9.774653575858935994e+01,2.582522510947719496e+01,3.239561680783954785e+02,1.743783688477733165e+02,5.093705173078021749e-07,9.608712969018203521e-07,2.945782990053091752e-13,1.368661839261211510e-11,8.014175316634888802e+00,2.019681142191601623e-08,0.000000000000000000e+00
1.546666666666666679e+01,6.846803983650412420e+02,6.991554301727190250e+03,9.180410602823445634e-03,9.774753174902926389e+01,2.523416538043516866e+01,3.239566160419665835e+02,1.822605730325778097e+02,4.780711014679968362e-07,9.050823096204124721e-07,2.747440595252374051e-13,1.326461940241888345e-11,8.010724932030354850e+00,2.012540308376287901e-08,0.000000000000000000e+00
1.550000000000000000e+01,6.837990783853279027e+02,6.989526103019476977e+03,9.474523597920088760e-03,9.774871759248146930e+01,2.520549549245033205e+01,3.239573426704621966e+02,1.895801060143980408e+02,4.432066812440680310e-07,8.423592233703037140e-07,2.551185013427507368e-13,1.272786059665435189e-11,8.009218744310802052e+00,2.033068564991165224e-08,0.000000000000000000e+00
1.553333333333333321e+01,6.818355113684394837e+02,6.987292145001524659e+03,9.782647258178560346e-03,9.775001490591849063e+01,2.577295490808917222e+01,3.239583850650862473e+02,1.963053613113296763e+02,4.064317877827307498e-07,7.757152461064089115e-07,2.371804778245086473e-13,1.209859625075655484e-11,8.009807451281927726e+00,2.081613158334137475e-08,0.000000000000000000e+00
1.556666666666666643e+01,6.788392990791220427e+02,6.984992863471582496e+03,1.006578501370822103e-02,9.775133942620939820e+01,2.687912119543653944e+01,3.239597595759413480e+02,2.024958839578622189e+02,3.699238743896666983e-07,7.089851300024255456e-07,2.226276061386745738e-13,1.140600865443006979e-11,8.012625857811173091e+00,2.159451237288707016e-08,0.000000000000000000e+00
1.559999999999999964e+01,6.748771732971072197e+02,6.982773421091204909e+03,1.028956528764502290e-02,9.775260627763303489e+01,2.840711354338031569e+01,3.239614612557853093e+02,2.082706371045863420e+02,3.365117588205190276e-07,6.469774908635158786e-07,2.131717133618675142e-13,1.068723504136460516e-11,8.017782142842577287e+00,2.268508134635228530e-08,8.888089387492814689e-08
1.563333333333333286e+01,6.700308610736765331e+02,6.980775006971779476e+03,1.042732482831472754e-02,9.775373512014333244e+01,3.020682843742150681e+01,3.239634645982297343e+02,2.137817354721040601e+02,3.096854073305432562e-07,5.954587855840854914e-07,2.101320035820486707e-13,9.988252387760080994e-12,8.025346684846534018e+00,2.411650353937158599e-08,8.888188372849546458e-08
1.566666666666666607e+01,6.643947599437916551e+02,6.979126222154092829e+03,1.046199764851568799e-02,9.775465489072131220e+01,3.211119090538353049e+01,3.239657254590267144e+02,2.191981625023949221e+02,2.931888013866828077e-07,5.605825454608859543e-07,2.139658617668377039e-13,9.363677405066943770e-12,8.035341261677338309e+00,2.592507117739089242e-08,8.888290364686645698e-08
1.569999999999999929e+01,6.580735211191093867e+02,6.977935156377542626e+03,1.038727416816839430e-02,9.775530790277058202e+01,3.394414259653815691e+01,3.239681840362971457e+02,2.246977503076194012e+02,2.899043283759780714e-07,5.473532971465993107e-07,2.240713386680291466e-13,8.873593019240425089e-12,8.047729451319689531e+00,2.815263882894582371e-08,8.888393616824178330e-08
1.573333333333333250e+01,6.511796307064797702e+02,6.977282553799182097e+03,1.020832660536206624e-02,9.775565308653499130e+01,3.552448127209115114e+01,3.239707687184586575e+02,2.304633083881638242e+02,3.004594978724598774e-07,5.575386611234306088e-07,2.390380894164696044e-13,8.575047484826667434e-12,8.062408975033324765e+00,3.084772718792773413e-08,8.888496355859548087e-08
