fluxdate,fluxobsflux
20080414,68.3
20080414,68.5
20080414,68.4
20080415,68.8
20080415,69.2
20080415,69.6
20080416,69.4
20080416,69.5
20080416,69.2
20080417,69.7
20080417,69.2
20080417,69.0
20080418,69.9
20080418,70.2
20080418,70.2
20080419,68.5
20080419,71.0
20080419,71.4
20080420,71.3
20080420,70.8
20080420,71.1
20080421,71.3
20080421,70.9
20080421,70.8
20080422,71.3
20080422,71.3
20080422,71.3
20080423,70.3
20080423,70.7
20080423,70.7
20080424,71.6
20080424,70.4
20080424,66.1
20080425,69.8
20080425,69.8
20080425,69.3
20080426,69.7
20080426,69.0
20080426,68.6
20080427,68.2
20080427,68.1
20080427,67.9
20080428,68.5
20080428,68.5
20080428,68.3
20080429,68.5
20080429,68.6
20080429,68.7
20080430,68.7
20080430,67.0
20080430,68.6
20080501,68.5
20080501,68.5
20080501,68.0
20080502,68.3
20080502,68.1
20080502,67.8
20080503,67.5
20080503,67.3
20080503,67.6
20080504,67.8
20080504,68.3
20080504,68.4
20080505,67.9
20080505,67.6
20080505,67.7
20080506,67.4
20080506,67.2
20080506,67.5
20080507,66.7
20080507,66.5
20080507,66.4
20080508,65.6
20080508,66.4
20080508,66.1
20080509,67.2
20080509,67.3
20080509,67.2
20080510,67.4
20080510,67.4
20080510,67.6
20080511,68.1
20080511,68.0
20080511,67.8
20080512,68.2
20080512,68.0
20080512,67.9
20080513,68.5
20080513,68.3
20080513,68.5
20080514,68.4
20080514,69.0
20080514,68.6
20080515,71.9
20080515,71.1
20080515,71.6
20080516,71.5
20080516,71.6
20080516,71.6
20080517,71.0
20080517,71.2
20080517,71.3
20080518,70.8
20080518,71.6
20080518,70.5
20080519,69.4
20080519,68.9
20080519,69.5
20080520,68.8
20080520,68.6
20080520,68.8
20080521,68.5
20080521,69.1
20080521,69.0
20080522,68.6
20080522,69.3
20080522,68.7
20080523,68.1
20080523,67.8
20080523,68.0
20080524,68.4
20080524,68.5
20080524,68.3
20080525,68.4
20080525,68.3
20080525,68.5
20080526,67.8
20080526,68.0
20080526,68.4
20080527,68.3
20080527,67.9
20080527,67.1
20080528,67.0
20080528,67.8
20080528,67.4
20080529,67.7
20080529,68.1
20080529,67.1
20080530,66.8
20080530,67.1
20080530,66.9
20080531,67.3
20080531,66.9
20080531,66.7
20080601,66.4
20080601,66.6
20080601,66.9
20080602,66.1
20080602,67.1
20080602,66.0
20080603,65.8
20080603,66.3
20080603,65.6
20080604,66.0
20080604,65.2
20080604,66.3
20080605,65.8
20080605,66.4
20080605,65.9
20080606,65.7
20080606,65.9
20080606,65.6
20080607,65.3
20080607,65.6
20080607,65.4
20080608,64.8
20080608,64.9
20080608,64.9
20080609,65.6
20080609,66.0
20080609,66.1
20080610,66.4
20080610,66.2
20080610,67.4
20080611,65.2
20080611,65.7
20080611,65.7
20080612,66.2
20080612,67.1
20080612,67.1
20080613,66.7
20080613,66.5
20080613,66.4
20080614,66.8
20080614,67.1
20080614,66.5
20080615,66.2
20080615,66.5
20080615,65.6
20080616,64.9
20080616,65.3
20080616,65.9
20080617,66.0
20080617,65.9
20080617,65.5
20080618,65.5
20080618,65.4
20080618,65.9
20080619,65.1
20080619,64.9
20080619,64.6
20080620,64.8
20080620,65.2
20080620,64.8
20080621,64.6
20080621,64.8
20080621,65.2
20080622,65.2
20080622,65.4
20080622,65.4
20080623,65.5
20080623,65.3
20080623,65.9
20080624,66.2
20080624,65.8
20080624,66.4
20080625,65.7
20080625,65.9
20080625,66.5
20080626,65.0
20080626,65.4
20080626,65.4
20080627,65.2
20080627,66.1
20080627,66.3
20080628,66.6
20080628,65.9
20080628,66.1
20080629,65.7
20080629,66.6
20080629,66.4
20080630,66.0
20080630,66.7
20080630,66.2
20080701,65.2
20080701,65.6
20080701,65.6
20080702,65.6
20080702,65.9
20080702,66.5
20080703,65.6
20080703,65.5
20080703,66.8
20080704,65.6
20080704,65.4
20080704,65.5
20080705,65.7
20080705,65.1
20080705,66.1
20080706,66.5
20080706,66.1
20080706,66.4
20080707,65.6
20080707,65.5
20080707,65.7
20080708,65.4
20080708,65.5
20080708,65.8
20080709,65.3
20080709,66.0
20080709,66.1
20080710,65.1
20080710,65.4
20080710,65.4
20080711,65.5
20080711,65.7
20080711,65.7
20080712,64.6
20080712,64.9
20080712,64.8
20080713,65.2
20080713,65.2
20080713,65.5
20080714,65.3
20080714,65.6
20080714,65.9
20080715,65.3
20080715,65.7
20080715,65.4
20080716,64.2
20080716,64.6
20080716,64.6
20080717,64.7
20080717,65.0
20080717,65.0
20080718,64.9
20080718,65.3
20080718,66.0
20080719,65.6
20080719,66.4
20080719,66.3
20080720,65.7
20080720,65.9
20080720,65.8
20080721,65.6
20080721,66.2
20080721,66.4
20080722,65.7
20080722,65.8
20080722,65.5
20080723,65.3
20080723,65.5
20080723,65.9
20080724,65.5
20080724,65.4
20080724,65.6
20080725,65.0
20080725,65.8
20080725,66.2
20080726,65.1
20080726,66.1
20080726,65.8
20080727,66.8
20080727,66.3
20080727,66.8
20080728,65.9
20080728,66.3
20080728,66.4
20080729,65.9
20080729,66.0
20080729,65.9
20080730,66.9
20080730,66.5
20080730,66.3
20080731,65.5
20080731,65.5
20080731,66.1
20080801,65.9
20080801,66.1
20080801,66.0
20080802,66.4
20080802,66.2
20080802,66.3
20080803,65.6
20080803,65.5
20080803,65.1
20080804,64.9
20080804,66.2
20080804,65.9
20080805,65.8
20080805,66.5
20080805,66.1
20080806,66.5
20080806,67.0
20080806,66.8
20080807,65.8
20080807,66.1
20080807,65.4
20080808,65.1
20080808,65.5
20080808,65.4
20080809,64.9
20080809,65.5
20080809,64.5
20080810,65.1
20080810,65.6
20080810,65.1
20080811,65.1
20080811,65.7
20080811,65.4
20080812,64.8
20080812,65.2
20080812,65.1
20080813,65.4
20080813,65.3
20080813,65.2
20080814,66.2
20080814,65.9
20080814,65.4
20080815,65.5
20080815,65.3
20080815,66.4
20080816,65.9
20080816,66.2
20080816,66.5
20080817,66.0
20080817,66.5
20080817,66.6
20080818,66.4
20080818,66.2
20080818,66.2
20080819,66.1
20080819,67.3
20080819,66.1
20080820,69.3
20080820,65.9
20080820,65.7
20080821,66.4
20080821,67.1
20080821,66.8
20080822,67.5
20080822,67.6
20080822,67.5
20080823,67.8
20080823,67.9
20080823,68.0
20080824,67.1
20080824,67.1
20080824,66.8
20080825,66.1
20080825,66.6
20080825,66.1
20080826,66.5
20080826,66.9
20080826,66.1
20080827,66.2
20080827,66.6
20080827,65.6
20080828,66.4
20080828,66.1
20080828,66.2
20080829,66.4
20080829,66.8
20080829,66.5
20080830,66.7
20080830,67.1
20080830,66.4
20080831,66.5
20080831,66.7
20080831,66.3
20080901,66.0
20080901,65.8
20080901,65.4
20080902,65.7
20080902,66.0
20080902,66.0
20080903,66.0
20080903,66.2
20080903,66.3
20080904,66.3
20080904,65.9
20080904,66.0
20080905,65.7
20080905,65.2
20080905,65.3
20080906,66.0
20080906,65.8
20080906,65.5
20080907,66.7
20080907,66.6
20080907,66.1
20080908,67.0
20080908,67.1
20080908,67.0
20080909,67.3
20080909,67.1
20080909,66.6
20080910,67.3
20080910,67.2
20080910,67.2
20080911,66.7
20080911,66.9
20080911,65.9
20080912,67.0
20080912,66.3
20080912,66.2
20080913,66.7
20080913,66.4
20080913,66.2
20080914,66.8
20080914,66.8
20080914,66.3
20080915,67.5
20080915,67.5
20080915,65.7
20080916,68.4
20080916,69.4
20080916,66.0
20080917,68.0
20080917,67.1
20080917,66.6
20080918,67.5
20080918,67.2
20080918,67.0
20080919,67.9
20080919,67.9
20080919,67.8
20080920,68.0
20080920,67.8
20080920,67.1
20080921,68.5
20080921,67.9
20080921,67.1
20080922,69.3
20080922,69.1
20080922,68.6
20080923,69.4
20080923,69.4
20080923,68.5
20080924,68.9
20080924,68.4
20080924,67.4
20080925,68.6
20080925,68.2
20080925,67.2
20080926,68.3
20080926,67.7
20080926,66.9
20080927,66.7
20080927,67.3
20080927,66.3
20080928,68.0
20080928,67.0
20080928,66.2
20080929,67.3
20080929,66.8
20080929,65.8
20080930,66.9
20080930,66.2
20080930,65.4
20081001,66.5
20081001,65.8
20081001,65.2
20081002,66.8
20081002,66.3
20081002,65.6
20081003,67.7
20081003,67.2
20081003,65.7
20081004,67.6
20081004,66.6
20081004,66.2
20081005,68.0
20081005,67.4
20081005,66.5
20081006,68.3
20081006,67.2
20081006,65.8
20081007,67.8
20081007,66.7
20081007,66.2
20081008,68.3
20081008,67.7
20081008,66.6
20081009,69.4
20081009,68.7
20081009,67.4
20081010,70.4
20081010,68.9
20081010,67.9
20081011,71.8
20081011,70.8
20081011,69.6
20081012,70.8
20081012,70.1
20081012,69.1
20081013,71.5
20081013,70.9
20081013,69.1
20081014,71.6
20081014,70.4
20081014,69.3
20081015,71.7
20081015,70.9
20081015,69.2
20081016,72.5
20081016,71.9
20081016,69.8
20081017,71.5
20081017,70.0
20081017,68.6
20081018,71.3
20081018,69.2
20081018,68.6
20081019,71.1
20081019,69.6
20081019,67.9
20081020,70.0
20081020,69.2
20081020,67.1
20081021,70.5
20081021,68.8
20081021,67.3
20081022,69.9
20081022,67.7
20081022,65.7
20081023,69.1
20081023,67.2
20081023,65.8
20081024,68.7
20081024,67.5
20081024,66.0
20081025,68.6
20081025,67.5
20081025,65.6
20081026,68.8
20081026,66.9
20081026,65.1
20081027,68.2
20081027,67.0
20081027,65.3
20081028,68.5
20081028,67.1
20081028,65.1
20081029,68.3
20081029,66.7
20081029,64.8
20081030,68.2
20081030,66.8
20081030,65.7
20081031,69.5
20081031,68.1
20081031,65.7
20081101,67.5
20081101,66.7
20081101,65.9
20081102,69.4
20081102,69.1
20081102,67.1
20081103,69.0
20081103,69.5
20081103,68.0
20081104,69.8
20081104,68.0
20081104,67.6
20081105,68.6
20081105,67.7
20081105,66.8
20081106,69.2
20081106,68.6
20081106,67.2
20081107,69.6
20081107,67.8
20081107,67.0
20081108,69.6
20081108,68.3
20081108,67.0
20081109,69.6
20081109,68.4
20081109,66.5
20081110,69.4
20081110,69.3
20081110,68.5
20081111,72.6
20081111,71.4
20081111,69.9
20081112,72.7
20081112,70.9
20081112,70.0
20081113,70.6
20081113,69.1
20081113,67.5
20081114,69.8
20081114,68.3
20081114,66.5
20081115,69.8
20081115,68.2
20081115,66.8
20081116,69.0
20081116,67.7
20081116,66.2
20081117,67.9
20081117,67.7
20081117,66.2
20081118,70.1
20081118,69.8
20081118,68.4
20081119,70.7
20081119,69.4
20081119,68.3
20081120,70.5
20081120,69.6
20081120,67.9
20081121,70.2
20081121,68.5
20081121,67.2
20081122,70.0
20081122,69.0
20081122,68.1
20081123,70.4
20081123,69.0
20081123,67.7
20081124,69.2
20081124,67.9
20081124,66.7
20081125,69.1
20081125,67.7
20081125,66.6
20081126,69.7
20081126,68.3
20081126,67.3
20081127,69.3
20081127,68.2
20081127,67.8
20081128,68.1
20081128,67.0
20081128,65.6
20081129,69.1
20081129,68.2
20081129,66.5
20081130,69.1
20081130,68.4
20081130,67.5
20081201,69.2
20081201,68.1
20081201,66.9
20081202,70.3
20081202,68.9
20081202,67.5
20081203,70.5
20081203,69.2
20081203,67.7
20081204,70.1
20081204,69.6
20081204,67.5
20081205,69.9
20081205,68.8
20081205,68.0
20081206,70.3
20081206,69.1
20081206,67.4
20081207,70.8
20081207,69.0
20081207,67.2
20081208,70.7
20081208,68.5
20081208,67.0
20081209,69.3
20081209,68.7
20081209,67.1
20081210,71.4
20081210,70.8
20081210,68.8
20081211,70.1
20081211,70.2
20081211,68.3
20081212,72.0
20081212,71.0
20081212,68.6
20081213,71.7
20081213,69.7
20081213,68.4
20081214,69.9
20081214,68.8
20081214,67.2
20081215,69.4
20081215,68.9
20081215,67.5
20081216,70.3
20081216,69.4
20081216,68.2
20081217,70.2
20081217,68.8
20081217,66.4
20081218,69.8
20081218,68.4
20081218,67.1
20081219,69.8
20081219,69.2
20081219,67.0
20081220,69.6
20081220,69.1
20081220,67.8
20081222,69.3
20081222,67.7
20081222,66.1
20081223,69.3
20081223,68.6
20081223,67.6
20081224,70.1
20081224,69.4
20081224,67.6
20081225,70.9
20081225,69.3
20081225,68.1
20081226,69.9
20081226,69.2
20081226,68.6
20081227,71.3
20081227,69.4
20081227,68.3
20081228,70.8
20081228,69.8
20081228,68.5
20081229,71.0
20081229,69.8
20081229,68.3
20081230,70.1
20081230,68.5
20081230,67.9
20081231,69.8
20081231,69.3
20081231,68.6
20090101,70.1
20090101,68.9
20090101,67.2
20090102,71.1
20090102,69.9
20090102,67.8
20090103,70.2
20090103,69.5
20090103,69.3
20090104,70.2
20090104,68.8
20090104,67.6
20090105,69.8
20090105,69.2
20090105,68.3
20090106,70.3
20090106,68.7
20090106,67.7
20090107,69.9
20090107,69.0
20090107,67.6
20090108,69.4
20090108,68.7
20090108,67.9
20090109,71.0
20090109,69.7
20090109,68.2
20090110,72.7
20090110,70.9
20090110,69.9
20090111,70.9
20090111,70.0
20090111,68.5
20090112,70.8
20090112,69.3
20090112,68.4
20090113,71.2
20090113,70.5
20090113,69.2
20090114,72.1
20090114,71.2
20090114,69.7
20090115,71.5
20090115,71.1
20090115,69.3
20090116,71.2
20090116,70.8
20090116,69.5
20090117,72.4
20090117,71.9
20090117,70.3
20090118,72.2
20090118,71.1
20090118,70.1
20090119,71.6
20090119,70.8
20090119,69.7
20090120,71.8
20090120,70.4
20090120,69.6
20090121,70.4
20090121,69.4
20090121,67.4
20090122,70.6
20090122,69.0
20090122,67.9
20090123,70.9
20090123,70.0
20090123,68.1
20090124,70.3
20090124,68.8
20090124,67.7
20090125,70.3
20090125,69.8
20090125,68.2
20090126,70.6
20090126,69.9
20090126,67.7
20090127,69.7
20090127,69.7
20090127,68.3
20090128,70.5
20090128,69.5
20090128,67.6
20090129,69.9
20090129,69.3
20090129,68.1
20090130,70.3
20090130,69.1
20090130,68.0
20090131,70.7
20090131,69.4
20090131,68.7
20090201,70.7
20090201,69.5
20090201,68.3
20090202,70.3
20090202,69.1
20090202,68.5
20090203,70.0
20090203,69.3
20090203,68.3
20090204,70.2
20090204,69.5
20090204,68.1
20090205,70.8
20090205,70.1
20090205,68.7
20090206,70.8
20090206,70.1
20090206,68.9
20090207,72.1
20090207,71.1
20090207,69.3
20090208,71.5
20090208,71.2
20090208,68.8
20090209,71.0
20090209,70.7
20090209,69.4
20090210,70.0
20090210,67.6
20090210,68.3
20090211,70.5
20090211,70.3
20090211,69.3
20090212,71.0
20090212,69.7
20090212,68.2
20090213,70.5
20090213,70.1
20090213,68.8
20090214,70.7
20090214,70.1
20090214,69.2
20090215,69.8
20090215,69.6
20090215,68.8
20090216,70.2
20090216,69.5
20090216,69.2
20090217,71.4
20090217,70.6
20090217,69.2
20090218,70.9
20090218,69.8
20090218,68.5
20090219,69.7
20090219,68.9
20090219,68.5
20090220,69.5
20090220,69.2
20090220,68.5
20090221,71.1
20090221,70.6
20090221,69.7
20090222,70.6
20090222,70.3
20090222,69.8
20090223,71.1
20090223,70.8
20090223,69.8
20090224,71.2
20090224,71.0
20090224,69.8
20090225,71.3
20090225,70.7
20090225,69.6
20090226,69.9
20090226,69.9
20090226,70.1
20090227,68.3
20090227,68.9
20090227,69.6
20090228,70.9
20090228,70.6
20090228,69.8
20090301,70.2
20090301,69.4
20090301,67.9
20090302,67.9
20090302,69.2
20090302,68.0
20090303,69.4
20090303,69.1
20090303,68.2
20090304,70.4
20090304,69.7
20090304,67.2
20090305,70.7
20090305,69.2
20090305,68.2
20090306,70.6
20090306,69.1
20090306,67.7
20090307,69.7
20090307,69.1
20090307,68.3
20090308,70.1
20090308,68.9
20090308,67.6
20090309,69.3
20090309,68.1
20090309,67.1
20090310,69.6
20090310,68.8
20090310,68.1
20090311,70.0
20090311,68.9
20090311,66.9
20090312,69.7
20090312,68.7
20090312,67.7
20090313,69.1
20090313,68.2
20090313,67.2
20090314,69.7
20090314,68.5
20090314,67.0
20090315,69.3
20090315,68.4
20090315,67.3
20090316,70.0
20090316,69.4
20090316,68.5
20090317,69.8
20090317,68.8
20090317,67.6
20090318,69.3
20090318,68.4
20090318,66.3
20090319,69.0
20090319,69.1
20090319,67.8
20090320,68.8
20090320,68.7
20090320,67.6
20090321,70.1
20090321,70.1
20090321,68.4
20090322,69.6
20090322,68.7
20090322,67.4
20090323,68.8
20090323,68.0
20090323,67.0
20090324,69.6
20090324,69.1
20090324,67.7
20090325,69.3
20090325,68.5
20090325,67.9
20090326,69.8
20090326,69.1
20090326,71.5
20090327,72.1
20090327,71.6
20090327,70.8
20090328,70.5
20090328,70.6
20090328,70.3
20090329,70.8
20090329,70.9
20090329,70.8
20090330,70.8
20090330,70.9
20090330,70.0
20090331,70.9
20090331,71.2
20090331,70.9
20090401,70.8
20090401,70.8
20090401,70.0
20090402,70.6
20090402,70.6
20090402,70.0
20090403,70.7
20090403,70.4
20090403,70.0
20090404,70.6
20090404,70.1
20090404,69.7
20090405,70.1
20090405,70.4
20090405,68.9
20090406,70.2
20090406,68.8
20090406,69.4
20090407,69.6
20090407,70.2
20090407,70.1
20090408,70.1
20090408,70.0
20090408,69.9
20090409,69.9
20090409,70.1
20090409,69.2
20090410,69.3
20090410,69.4
20090410,69.5
20090411,69.0
20090411,69.3
20090411,69.0
20090412,69.5
20090412,69.3
20090412,69.6
20090413,68.6
20090413,68.4
20090413,68.9
20090414,69.5
20090414,69.4
20090414,69.1
20090415,68.7
20090415,69.4
20090415,69.0
20090416,69.8
20090416,69.9
20090416,69.2
20090417,69.3
20090417,69.8
20090417,70.2
20090418,70.3
20090418,69.9
20090418,69.8
20090419,69.7
20090419,70.1
20090419,69.8
20090420,69.1
20090420,69.8
20090420,70.1
20090421,70.1
20090421,71.0
20090421,70.1
20090422,70.6
20090422,71.1
20090422,70.7
20090423,70.6
20090423,70.6
20090423,69.9
20090424,69.2
20090424,69.7
20090424,69.1
20090425,69.0
20090425,69.4
20090425,68.9
20090426,69.1
20090426,69.2
20090426,68.5
20090427,67.8
20090427,67.7
20090427,67.8
20090428,68.3
20090428,68.8
20090428,68.7
20090429,68.8
20090429,69.5
20090429,69.4
20090430,69.6
20090430,69.4
20090430,69.6
20090501,68.5
20090501,68.5
20090501,68.0
20090502,68.3
20090502,68.3
20090502,68.0
20090503,68.0
20090503,68.6
20090503,68.0
20090504,67.2
20090504,68.0
20090504,67.6
20090505,68.2
20090505,68.0
20090505,67.7
20090506,69.0
20090506,68.7
20090506,69.5
20090507,69.8
20090507,69.5
20090507,69.1
20090508,70.5
20090508,70.8
20090508,70.9
20090509,71.3
20090509,72.3
20090509,71.7
20090510,71.8
20090510,71.8
20090510,71.7
20090511,71.8
20090511,71.9
20090511,71.5
20090512,72.4
20090512,73.9
20090512,72.7
20090513,73.4
20090513,73.8
20090513,74.0
20090514,73.7
20090514,73.9
20090514,73.1
20090515,73.3
20090515,73.7
20090515,73.6
20090516,73.5
20090516,74.2
20090516,73.6
20090517,73.6
20090517,74.0
20090517,74.0
20090518,72.9
20090518,72.9
20090518,72.5
20090519,72.5
20090519,72.3
20090519,71.9
20090520,70.8
20090520,71.5
20090520,71.5
20090521,70.9
20090521,71.8
20090521,71.5
20090522,71.8
20090522,72.1
20090522,71.2
20090523,70.0
20090523,70.4
20090523,69.9
20090524,69.0
20090524,69.2
20090524,69.4
20090525,68.7
20090525,68.9
20090525,68.6
20090526,67.9
20090526,68.1
20090526,67.1
20090527,67.1
20090527,66.7
20090527,66.7
20090528,67.3
20090528,67.7
20090528,67.7
20090529,67.9
20090529,68.2
20090529,68.1
20090530,67.5
20090530,68.5
20090530,68.3
20090531,68.5
20090531,68.5
20090531,69.2
20090601,71.9
20090601,72.5
20090601,72.8
20090602,71.8
20090602,71.9
20090602,71.4
20090603,72.1
20090603,72.5
20090603,72.3
20090604,71.0
20090604,71.0
20090604,71.0
20090605,70.3
20090605,70.1
20090605,70.7
20090606,69.4
20090606,69.0
20090606,68.7
20090607,68.4
20090607,68.9
20090607,68.6
20090608,68.8
20090608,69.0
20090608,69.1
20090609,68.7
20090609,69.1
20090609,69.2
20090610,69.3
20090610,69.2
20090610,69.0
20090611,68.7
20090611,69.3
20090611,69.3
20090612,68.8
20090612,69.0
20090612,69.1
20090613,68.0
20090613,68.2
20090613,68.1
20090614,68.3
20090614,68.1
20090614,67.5
20090615,67.2
20090615,67.4
20090615,67.5
20090616,67.5
20090616,68.3
20090616,68.1
20090617,67.4
20090617,67.8
20090617,67.9
20090618,67.3
20090618,67.7
20090618,67.8
20090619,67.0
20090619,67.0
20090619,67.1
20090620,67.2
20090620,66.7
20090620,66.9
20090621,67.4
20090621,67.0
20090621,67.1
20090622,67.8
20090622,68.0
20090622,68.1
20090623,67.9
20090623,67.9
20090623,68.3
20090624,67.5
20090624,66.8
20090624,68.1
20090625,67.7
20090625,68.0
20090625,67.9
20090626,67.1
20090626,66.8
20090626,67.0
20090627,66.9
20090627,67.0
20090627,67.4
20090628,67.2
20090628,67.0
20090628,67.4
20090629,67.9
20090629,68.5
20090629,67.8
20090630,67.8
20090630,68.2
20090630,68.0
20090701,67.6
20090701,67.5
20090701,67.7
20090702,66.5
20090702,66.5
20090702,66.8
20090703,67.0
20090703,67.3
20090703,68.0
20090704,70.6
20090704,71.0
20090704,71.8
20090705,71.2
20090705,71.6
20090705,71.2
20090706,70.9
20090706,68.9
20090706,70.2
20090707,71.6
20090707,71.3
20090707,71.6
20090708,71.4
20090708,70.8
20090708,70.8
20090709,69.1
20090709,69.1
20090709,69.2
20090710,67.8
20090710,67.8
20090710,67.7
20090711,68.0
20090711,68.2
20090711,68.4
20090712,67.7
20090712,68.0
20090712,68.2
20090713,67.4
20090713,67.2
20090713,67.5
20090714,65.7
20090714,66.6
20090714,66.6
20090715,66.2
20090715,66.5
20090715,67.0
20090716,66.6
20090716,66.7
20090716,67.3
20090717,66.3
20090717,66.2
20090717,65.8
20090718,65.9
20090718,67.0
20090718,67.0
20090719,67.1
20090719,67.6
20090719,67.4
20090720,67.2
20090720,68.2
20090720,68.4
20090721,67.1
20090721,67.7
20090721,68.1
20090722,67.2
20090722,67.8
20090722,68.0
20090723,67.9
20090723,67.8
20090723,67.8
20090724,68.2
20090724,68.3
20090724,68.0
20090725,68.1
20090725,69.1
20090725,68.4
20090726,66.7
20090726,67.6
20090726,67.6
20090727,68.2
20090727,68.4
20090727,68.7
20090728,68.0
20090728,68.7
20090728,70.4
20090729,67.6
20090729,68.3
20090729,68.1
20090730,67.6
20090730,68.0
20090730,68.2
20090731,67.6
20090731,68.7
20090731,69.4
20090801,67.8
20090801,68.1
20090801,68.3
20090802,68.2
20090802,68.1
20090802,69.2
20090803,66.5
20090803,67.4
20090803,68.1
20090804,66.3
20090804,65.8
20090804,66.5
20090805,66.6
20090805,66.2
20090805,66.5
20090806,67.3
20090806,66.8
20090806,67.6
20090807,68.1
20090807,67.8
20090807,67.9
20090808,67.0
20090808,67.0
20090808,67.2
20090809,66.6
20090809,67.2
20090809,66.9
20090810,67.1
20090810,67.1
20090810,67.6
20090811,66.2
20090811,66.6
20090811,67.0
20090812,67.1
20090812,66.5
20090812,66.5
20090813,66.9
20090813,67.2
20090813,66.8
20090814,67.3
20090814,67.6
20090814,67.6
20090815,67.8
20090815,68.1
20090815,67.9
20090816,68.1
20090816,68.8
20090816,68.7
20090817,68.1
20090817,68.1
20090817,68.3
20090818,67.3
20090818,67.4
20090818,67.8
20090819,67.2
20090819,67.1
20090819,67.4
20090820,66.7
20090820,67.6
20090820,67.9
20090821,66.2
20090821,66.4
20090821,66.3
20090822,65.7
20090822,66.6
20090822,66.8
20090823,66.6
20090823,67.3
20090823,67.0
20090824,67.4
20090824,67.6
20090824,67.4
20090825,67.2
20090825,67.1
20090825,66.8
20090826,67.0
20090826,67.3
20090826,67.4
20090827,67.6
20090827,67.7
20090827,68.1
20090828,67.4
20090828,67.9
20090828,68.3
20090829,67.9
20090829,68.0
20090829,68.4
20090830,66.9
20090830,67.2
20090830,67.4
20090831,67.5
20090831,68.3
20090831,69.3
20090901,68.4
20090901,69.1
20090901,69.3
20090902,68.0
20090902,68.2
20090902,69.5
20090903,68.1
20090903,68.6
20090903,68.1
20090904,68.4
20090904,68.4
20090904,68.1
20090905,68.2
20090905,68.5
20090905,67.9
20090906,69.1
20090906,69.2
20090906,68.5
20090907,69.3
20090907,68.8
20090907,68.3
20090908,69.4
20090908,68.9
20090908,69.3
20090909,69.5
20090909,69.2
20090909,69.0
20090910,69.1
20090910,69.3
20090910,68.2
20090911,69.7
20090911,69.3
20090911,68.5
20090912,69.3
20090912,69.0
20090912,68.7
20090913,69.0
20090913,69.1
20090913,67.8
20090914,68.8
20090914,69.0
20090914,68.6
20090915,69.3
20090915,69.2
20090915,69.0
20090916,68.6
20090916,68.8
20090916,67.9
20090917,68.7
20090917,69.1
20090917,68.4
20090918,68.7
20090918,69.0
20090918,68.9
20090919,69.8
20090919,70.5
20090919,70.4
20090920,70.8
20090920,71.3
20090920,70.7
20090921,72.8
20090921,71.9
20090921,70.9
20090922,74.8
20090922,74.7
20090922,75.3
20090923,76.2
20090923,76.1
20090923,75.2
20090924,74.1
20090924,74.6
20090924,74.0
20090925,72.4
20090925,72.4
20090925,71.7
20090926,72.4
20090926,71.8
20090926,71.1
20090927,73.0
20090927,72.3
20090927,72.3
20090928,73.9
20090928,73.2
20090928,72.7
20090929,72.5
20090929,72.3
20090929,71.0
20090930,72.1
20090930,72.0
20090930,71.4
20091001,71.8
20091001,72.0
20091001,70.6
20091002,73.1
20091002,71.6
20091002,70.6
20091003,72.4
20091003,71.6
20091003,71.3
20091004,71.9
20091004,71.1
20091004,69.7
20091005,70.3
20091005,69.9
20091005,68.7
20091006,69.5
20091006,68.9
20091006,68.2
20091007,70.0
20091007,68.5
20091007,68.3
20091008,69.6
20091008,68.8
20091008,68.1
20091009,69.7
20091009,69.2
20091009,67.9
20091010,71.2
20091010,70.0
20091010,69.0
20091011,70.4
20091011,70.4
20091011,69.4
20091012,70.3
20091012,70.1
20091012,69.1
20091013,70.4
20091013,69.8
20091013,68.5
20091014,70.9
20091014,70.9
20091014,69.7
20091015,71.2
20091015,70.4
20091015,69.4
20091016,68.9
20091016,69.6
20091016,69.8
20091017,70.7
20091017,70.7
20091017,69.2
20091018,72.0
20091018,70.1
20091018,69.7
20091019,71.4
20091019,70.9
20091019,70.1
20091020,71.9
20091020,71.0
20091020,69.5
20091021,71.6
20091021,71.3
20091021,69.7
20091022,72.7
20091022,71.6
20091022,70.3
20091023,73.3
20091023,72.9
20091023,71.9
20091024,76.9
20091024,75.6
20091024,74.9
20091025,75.8
20091025,75.5
20091025,74.6
20091026,81.1
20091026,81.3
20091026,80.2
20091027,82.3
20091027,81.5
20091027,79.1
20091028,81.5
20091028,79.9
20091028,78.0
20091029,75.0
20091029,76.7
20091029,74.8
20091030,76.5
20091030,75.2
20091030,73.3
20091031,76.5
20091031,75.1
20091031,72.7
20091101,73.2
20091101,72.3
20091101,70.9
20091102,72.0
20091102,71.4
20091102,70.7
20091103,73.2
20091103,71.5
20091103,70.5
20091104,71.9
20091104,71.4
20091104,70.6
20091105,72.1
20091105,70.5
20091105,69.8
20091106,71.6
20091106,70.9
20091106,70.6
20091107,71.5
20091107,70.6
20091107,69.8
20091108,71.9
20091108,70.9
20091108,70.1
20091109,73.3
20091109,72.1
20091109,71.1
20091110,73.8
20091110,72.8
20091110,70.9
20091111,73.2
20091111,72.4
20091111,71.2
20091112,74.3
20091112,73.2
20091112,72.4
20091113,75.3
20091113,74.1
20091113,73.6
20091114,75.9
20091114,74.8
20091114,73.7
20091115,75.7
20091115,75.1
20091115,73.9
20091116,76.6
20091116,76.2
20091116,74.8
20091117,77.8
20091117,77.2
20091117,75.6
20091118,77.4
20091118,76.1
