fluxdate,fluxobsflux
20160812,94.8
20160812,91.2
20160813,90.7
20160813,90.5
20160813,89.7
20160814,87.4
20160814,87.2
20160814,87.2
20160815,86.6
20160815,87.6
20160815,88.0
20160816,85.3
20160816,86.5
20160816,85.3
20160817,83.7
20160817,82.9
20160817,81.0
20160818,81.8
20160818,82.4
20160818,80.4
20160819,80.9
20160819,80.8
20160819,79.7
20160820,79.1
20160820,78.1
20160820,78.1
20160821,77.0
20160821,76.7
20160821,76.8
20160822,79.1
20160822,80.0
20160822,81.8
20160823,81.5
20160823,81.3
20160823,80.3
20160824,79.4
20160824,78.0
20160824,78.1
20160825,79.6
20160825,78.7
20160825,80.2
20160826,83.8
20160826,81.9
20160826,82.3
20160827,84.8
20160827,83.9
20160827,84.7
20160828,86.4
20160828,85.4
20160828,87.1
20160829,91.3
20160829,87.8
20160829,90.5
20160830,98.5
20160830,100.4
20160830,99.3
20160831,97.5
20160831,97.5
20160831,95.7
20160901,97.1
20160901,95.2
20160901,96.8
20160902,98.7
20160902,94.6
20160902,97.9
20160903,99.0
20160903,99.0
20160903,99.8
20160904,95.7
20160904,97.4
20160904,95.4
20160905,92.0
20160905,93.8
20160905,92.3
20160906,91.6
20160906,92.4
20160906,92.6
20160907,93.0
20160907,93.0
20160907,92.2
20160908,92.6
20160908,94.5
20160908,91.1
20160909,89.3
20160909,91.0
20160909,91.0
20160910,94.4
20160910,93.0
20160910,90.6
20160911,86.4
20160911,86.4
20160911,87.2
20160912,84.4
20160912,86.5
20160912,86.4
20160913,84.6
20160913,86.0
20160913,84.8
20160914,85.3
20160914,85.2
20160914,84.6
20160915,85.6
20160915,84.4
20160915,84.6
20160916,84.4
20160916,83.7
20160916,83.6
20160917,80.8
20160917,80.3
20160917,80.8
20160918,81.8
20160918,83.0
20160918,82.7
20160919,83.8
20160919,82.6
20160919,83.4
20160920,83.6
20160920,84.5
20160920,85.1
20160921,85.9
20160921,85.5
20160921,85.1
20160922,82.9
20160922,85.1
20160922,83.0
20160923,85.9
20160923,85.5
20160923,83.7
20160924,84.4
20160924,84.9
20160924,83.3
20160925,83.4
20160925,84.6
20160925,82.4
20160926,85.0
20160926,86.8
20160926,86.5
20160927,85.0
20160927,85.6
20160927,83.9
20160928,84.2
20160928,84.4
20160928,84.0
20160929,80.9
20160929,82.7
20160929,83.4
20160930,78.8
20160930,80.6
20160930,79.8
20161001,78.8
20161001,81.0
20161001,79.6
20161002,80.8
20161002,82.3
20161002,84.3
20161003,86.8
20161003,87.8
20161003,89.7
20161004,93.1
20161004,93.1
20161004,93.4
20161005,96.8
20161005,99.3
20161005,99.4
20161006,102.3
20161006,101.5
20161006,102.4
20161007,103.8
20161007,104.2
20161007,105.9
20161008,106.2
20161008,104.3
20161008,103.6
20161009,104.3
20161009,104.5
20161009,104.6
20161010,103.4
20161010,102.0
20161010,102.8
20161011,100.5
20161011,99.2
20161011,100.2
20161012,98.0
20161012,97.6
20161012,99.0
20161013,95.9
20161013,95.3
20161013,96.3
20161014,93.9
20161014,92.8
20161014,91.6
20161015,85.1
20161015,84.9
20161015,83.2
20161016,82.8
20161016,80.9
20161016,80.0
20161017,76.3
20161017,76.2
20161017,76.9
20161018,77.7
20161018,77.4
20161018,77.9
20161019,76.2
20161019,76.5
20161019,76.9
20161020,75.5
20161020,74.7
20161020,75.5
20161021,77.3
20161021,77.8
20161021,77.3
20161022,77.1
20161022,77.5
20161022,76.7
20161023,76.8
20161023,76.9
20161023,77.4
20161024,75.7
20161024,75.3
20161024,75.6
20161025,77.2
20161025,77.8
20161025,77.6
20161026,77.7
20161026,78.0
20161026,77.3
20161027,78.0
20161027,78.9
20161027,79.4
20161028,78.6
20161028,79.2
20161028,78.4
20161029,78.9
20161029,79.1
20161029,78.5
20161030,76.8
20161030,76.2
20161030,75.9
20161031,75.9
20161031,76.7
20161031,77.5
20161101,76.3
20161101,76.5
20161101,76.4
20161102,75.5
20161102,76.0
20161102,75.9
20161103,75.4
20161103,75.6
20161103,75.2
20161104,77.1
20161104,76.7
20161104,76.1
20161105,76.4
20161105,76.7
20161105,77.0
20161106,76.6
20161106,76.2
20161106,76.1
20161107,77.2
20161107,76.5
20161107,76.4
20161108,76.6
20161108,76.9
20161108,76.8
20161109,79.5
20161109,79.9
20161109,79.3
20161110,79.7
20161110,80.2
20161110,79.6
20161111,79.7
20161111,78.4
20161111,78.9
20161112,78.0
20161112,78.4
20161112,79.0
20161113,77.7
20161113,77.8
20161113,78.5
20161114,77.0
20161114,77.3
20161114,77.1
20161115,76.0
20161115,76.5
20161115,76.3
20161116,79.8
20161116,80.9
20161116,79.8
20161117,78.0
20161117,78.6
20161117,78.1
20161118,78.5
20161118,77.6
20161118,77.6
20161119,76.8
20161119,76.8
20161119,77.5
20161120,76.3
20161120,76.4
20161120,75.8
20161121,75.8
20161121,75.0
20161121,75.3
20161122,77.6
20161122,77.3
20161122,77.0
20161123,78.1
20161123,77.7
20161123,77.7
20161124,78.4
20161124,79.0
20161124,79.0
20161125,80.3
20161125,80.9
20161125,80.5
20161126,81.2
20161126,81.2
20161126,81.4
20161127,82.7
20161127,82.6
20161127,82.4
20161128,85.0
20161128,85.2
20161128,85.3
20161129,88.2
20161129,85.5
20161129,85.2
20161130,84.2
20161130,83.6
20161130,83.7
20161201,84.4
20161201,84.5
20161201,84.4
20161202,84.9
20161202,84.4
20161202,83.5
20161203,85.9
20161203,84.7
20161203,84.3
20161204,88.1
20161204,82.4
20161204,82.5
20161205,83.6
20161205,82.7
20161205,81.2
20161206,81.1
20161206,79.8
20161206,79.3
20161207,78.0
20161207,77.2
20161207,77.3
20161208,74.9
20161208,74.8
20161208,73.8
20161209,72.9
20161209,72.9
20161209,72.0
20161210,73.8
20161210,72.2
20161210,72.8
20161211,71.1
20161211,71.4
20161211,71.7
20161212,71.7
20161212,70.8
20161212,70.6
20161213,71.9
20161213,71.2
20161213,71.3
20161214,74.0
20161214,72.4
20161214,71.5
20161215,73.2
20161215,72.5
20161215,72.1
20161216,72.0
20161216,72.6
20161216,72.3
20161217,72.2
20161217,72.1
20161217,71.4
20161218,73.0
20161218,72.3
20161218,72.8
20161219,73.5
20161219,72.8
20161219,73.0
20161220,74.9
20161220,74.9
20161220,77.1
20161221,75.0
20161221,75.0
20161221,75.4
20161222,76.1
20161222,74.8
20161222,74.8
20161223,73.7
20161223,73.7
20161223,73.6
20161224,73.5
20161224,73.1
20161224,73.1
20161225,72.9
20161225,72.5
20161225,72.2
20161226,73.1
20161226,73.8
20161226,73.9
20161227,73.5
20161227,73.7
20161227,73.2
20161228,73.7
20161228,73.3
20161228,73.6
20161229,73.8
20161229,73.4
20161229,73.4
20161230,73.6
20161230,73.6
20161230,73.4
20161231,73.8
20161231,73.5
20161231,73.5
20170101,72.8
20170101,72.5
20170101,72.7
20170102,72.4
20170102,73.0
20170102,72.5
20170103,73.6
20170103,73.4
20170103,72.4
20170104,73.0
20170104,72.4
20170104,73.1
20170105,72.9
20170105,73.3
20170105,72.8
20170106,71.9
20170106,72.0
20170106,72.3
20170107,71.7
20170107,72.0
20170107,71.2
20170108,71.6
20170108,71.5
20170108,72.0
20170109,71.6
20170109,71.2
20170109,71.4
20170110,73.7
20170110,72.7
20170110,72.1
20170111,74.1
20170111,74.5
20170111,73.7
20170112,76.5
20170112,75.5
20170112,75.0
20170113,75.1
20170113,74.9
20170113,74.4
20170114,76.1
20170114,76.6
20170114,76.3
20170115,77.7
20170115,77.5
20170115,78.2
20170116,79.6
20170116,78.3
20170116,77.9
20170117,78.6
20170117,78.6
20170117,78.5
20170118,79.2
20170118,78.6
20170118,78.9
20170119,79.6
20170119,79.5
20170119,79.7
20170120,83.9
20170120,83.2
20170120,83.9
20170121,87.0
20170121,86.1
20170121,86.6
20170122,86.9
20170122,86.8
20170122,86.5
20170123,83.7
20170123,84.1
20170123,82.1
20170124,81.8
20170124,82.3
20170124,82.1
20170125,84.6
20170125,85.1
20170125,85.2
20170126,83.0
20170126,83.1
20170126,82.6
20170127,80.0
20170127,80.3
20170127,80.4
20170128,79.1
20170128,78.5
20170128,80.2
20170129,77.3
20170129,76.6
20170129,77.1
20170130,76.9
20170130,77.0
20170130,76.6
20170131,77.0
20170131,76.0
20170131,77.0
20170201,75.8
20170201,76.0
20170201,76.5
20170202,75.0
20170202,75.3
20170202,75.9
20170203,75.2
20170203,75.1
20170203,74.8
20170204,74.7
20170204,74.0
20170204,74.2
20170205,72.8
20170205,72.6
20170205,72.9
20170206,72.4
20170206,72.5
20170206,72.7
20170207,72.2
20170207,72.1
20170207,71.7
20170208,73.1
20170208,73.1
20170208,73.2
20170209,74.2
20170209,73.4
20170209,74.6
20170210,74.9
20170210,74.0
20170210,74.2
20170211,75.5
20170211,75.7
20170211,75.6
20170212,75.3
20170212,76.2
20170212,75.6
20170213,74.9
20170213,74.8
20170213,75.6
20170214,74.4
20170214,74.5
20170214,74.4
20170215,74.9
20170215,74.8
20170215,74.6
20170216,74.6
20170216,74.0
20170216,74.3
20170217,74.4
20170217,74.6
20170217,74.4
20170218,75.9
20170218,76.6
20170218,76.8
20170219,78.5
20170219,78.1
20170219,78.2
20170220,80.2
20170220,80.7
20170220,80.1
20170221,83.0
20170221,82.5
20170221,82.2
20170222,83.6
20170222,83.2
20170222,84.1
20170223,83.1
20170223,83.3
20170223,84.7
20170224,83.9
20170224,82.1
20170224,82.0
20170225,80.8
20170225,80.0
20170225,79.4
20170226,78.9
20170226,79.0
20170226,79.6
20170227,82.2
20170227,82.2
20170227,82.3
20170228,81.7
20170228,81.6
20170228,81.0
20170301,81.7
20170301,80.8
20170301,80.3
20170302,80.0
20170302,79.1
20170302,79.1
20170303,78.0
20170303,78.0
20170303,77.4
20170304,75.6
20170304,75.2
20170304,75.6
20170305,73.7
20170305,72.8
20170305,72.8
20170306,72.7
20170306,72.4
20170306,72.0
20170307,72.5
20170307,71.7
20170307,72.0
20170308,71.1
20170308,70.6
20170308,70.9
20170309,71.5
20170309,71.2
20170309,71.0
20170310,69.4
20170310,71.0
20170310,70.8
20170311,70.4
20170311,70.0
20170311,69.8
20170312,70.6
20170312,70.1
20170312,70.8
20170313,71.6
20170313,70.3
20170313,72.6
20170314,69.9
20170314,69.6
20170314,70.2
20170315,69.4
20170315,69.8
20170315,69.4
20170316,70.6
20170316,70.5
20170316,70.3
20170317,70.1
20170317,70.5
20170317,69.8
20170318,69.8
20170318,70.2
20170318,70.9
20170319,71.4
20170319,71.2
20170319,71.2
20170320,72.4
20170320,72.7
20170320,72.2
20170321,71.4
20170321,71.0
20170321,71.5
20170322,71.1
20170322,72.5
20170322,71.6
20170323,71.9
20170323,72.0
20170323,72.4
20170324,72.4
20170324,72.3
20170324,72.1
20170325,73.2
20170325,74.0
20170325,74.2
20170326,75.7
20170326,77.2
20170326,78.0
20170327,83.4
20170327,82.8
20170327,85.2
20170328,84.1
20170328,83.7
20170328,85.6
20170329,82.5
20170329,83.3
20170329,83.4
20170330,85.3
20170330,85.9
20170330,86.3
20170331,88.5
20170331,90.6
20170331,91.6
20170401,96.8
20170401,101.0
20170401,99.9
20170402,105.3
20170402,112.0
20170402,107.0
20170403,111.0
20170403,107.9
20170403,106.0
20170404,95.6
20170404,93.8
20170404,93.5
20170405,85.2
20170405,84.6
20170405,83.4
20170406,79.4
20170406,75.7
20170406,85.7
20170407,73.3
20170407,73.9
20170407,66.8
20170408,73.4
20170408,73.1
20170408,73.4
20170409,72.1
20170409,74.4
20170409,73.5
20170410,72.7
20170410,73.6
20170410,73.4
20170411,74.0
20170411,74.6
20170411,73.6
20170412,72.2
20170412,71.4
20170412,72.2
20170413,72.4
20170413,73.5
20170413,73.0
20170414,72.8
20170414,72.9
20170414,72.5
20170415,73.4
20170415,73.0
20170415,72.3
20170416,75.2
20170416,74.5
20170416,74.8
20170417,75.5
20170417,75.2
20170417,75.8
20170418,76.9
20170418,85.6
20170418,85.8
20170419,81.7
20170419,80.9
20170419,80.5
20170420,80.5
20170420,80.7
20170420,82.6
20170421,83.9
20170421,82.2
20170421,82.9
20170422,82.8
20170422,83.6
20170422,82.7
20170423,83.6
20170423,82.5
20170423,82.7
20170424,80.9
20170424,80.2
20170424,80.3
20170425,81.6
20170425,81.3
20170425,81.0
20170426,81.7
20170426,79.6
20170426,78.5
20170427,79.2
20170427,78.2
20170427,78.4
20170428,77.5
20170428,78.0
20170428,77.9
20170429,77.9
20170429,77.0
20170429,76.2
20170430,77.9
20170430,77.4
20170430,76.9
20170501,75.8
20170501,75.3
20170501,74.6
20170502,78.8
20170502,77.2
20170502,76.3
20170503,74.7
20170503,74.9
20170503,74.3
20170504,76.0
20170504,74.2
20170504,74.4
20170505,74.6
20170505,73.5
20170505,74.0
20170506,71.1
20170506,72.8
20170506,72.0
20170507,72.9
20170507,71.7
20170507,70.7
20170508,71.6
20170508,70.5
20170508,70.1
20170509,70.7
20170509,68.9
20170509,68.4
20170510,69.9
20170510,68.6
20170510,69.4
20170511,68.4
20170511,69.1
20170511,69.7
20170512,69.4
20170512,68.9
20170512,69.8
20170513,70.5
20170513,70.4
20170513,70.4
20170514,70.7
20170514,71.2
20170514,70.7
20170515,70.6
20170515,70.6
20170515,70.4
20170516,71.0
20170516,71.9
20170516,70.7
20170517,72.7
20170517,71.4
20170517,71.8
20170518,74.3
20170518,72.2
20170518,72.2
20170519,73.1
20170519,72.3
20170519,72.3
20170520,73.2
20170520,72.4
20170520,72.4
20170521,73.2
20170521,73.5
20170521,73.4
20170522,74.1
20170522,74.4
20170522,74.7
20170523,75.4
20170523,76.0
20170523,75.4
20170524,77.7
20170524,77.9
20170524,78.3
20170525,78.7
20170525,76.1
20170525,77.1
20170526,80.3
20170526,80.2
20170526,79.9
20170527,81.6
20170527,81.9
20170527,79.9
20170528,77.1
20170528,78.8
20170528,77.9
20170529,75.0
20170529,75.8
20170529,74.6
20170530,73.5
20170530,73.7
20170530,73.5
20170531,73.5
20170531,74.1
20170531,75.1
20170601,76.2
20170601,75.7
20170601,81.8
20170602,78.3
20170602,78.2
20170602,77.0
20170603,77.1
20170603,77.9
20170603,77.0
20170604,77.5
20170604,77.7
20170604,77.6
20170605,80.2
20170605,79.4
20170605,78.7
20170606,76.9
20170606,75.4
20170606,76.2
20170607,76.7
20170607,75.5
20170607,74.7
20170608,73.8
20170608,74.0
20170608,72.8
20170609,74.6
20170609,73.7
20170609,73.3
20170610,75.1
20170610,74.7
20170610,74.5
20170611,75.3
20170611,74.3
20170611,75.0
20170612,75.2
20170612,75.2
20170612,75.7
20170613,75.3
20170613,74.9
20170613,73.8
20170614,75.5
20170614,74.1
20170614,75.5
20170615,76.8
20170615,77.4
20170615,77.2
20170616,74.7
20170616,73.5
20170616,74.1
20170617,76.8
20170617,74.8
20170617,74.5
20170618,74.1
20170618,74.9
20170618,74.0
20170619,73.8
20170619,73.6
20170619,73.8
20170620,74.1
20170620,74.4
20170620,73.9
20170621,75.1
20170621,73.7
20170621,73.8
20170622,74.4
20170622,73.7
20170622,74.3
20170623,73.6
20170623,73.7
20170623,73.9
20170624,72.9
20170624,74.1
20170624,74.0
20170625,72.3
20170625,73.7
20170625,73.8
20170626,73.6
20170626,73.7
20170626,73.6
20170627,73.8
20170627,74.1
20170627,73.7
20170628,72.9
20170628,72.1
20170628,71.7
20170629,71.5
20170629,71.8
20170629,71.6
20170630,71.6
20170630,71.5
20170630,72.1
20170701,70.5
20170701,70.7
20170701,71.3
20170702,71.3
20170702,71.2
20170702,71.0
20170703,72.3
20170703,71.7
20170703,72.2
20170704,71.4
20170704,71.8
20170704,72.8
20170705,73.7
20170705,73.0
20170705,73.8
20170706,75.0
20170706,75.9
20170706,77.1
20170707,80.4
20170707,79.5
20170707,81.3
20170708,86.2
20170708,86.6
20170708,87.9
20170709,89.6
20170709,90.9
20170709,91.9
20170710,92.9
20170710,95.1
20170710,92.2
20170711,90.7
20170711,91.1
20170711,91.5
20170712,89.5
20170712,90.2
20170712,90.9
20170713,92.0
20170713,92.3
20170713,91.2
20170714,89.0
20170714,93.9
20170714,91.7
20170715,88.0
20170715,91.6
20170715,90.7
20170716,87.8
20170716,86.5
20170716,86.1
20170717,85.7
20170717,85.6
20170717,84.3
20170718,79.9
20170718,78.2
20170718,78.4
20170719,74.1
20170719,73.1
20170719,72.6
20170720,71.6
20170720,70.2
20170720,69.6
20170721,69.9
20170721,69.4
20170721,69.0
20170722,69.9
20170722,69.5
20170722,69.7
20170723,69.4
20170723,70.6
20170723,70.6
20170724,70.1
20170724,70.1
20170724,70.1
20170725,70.0
20170725,69.8
20170725,70.1
20170726,68.9
20170726,68.6
20170726,68.6
20170727,68.4
20170727,68.3
20170727,68.9
20170728,69.9
20170728,69.5
20170728,70.1
20170729,70.4
20170729,69.9
20170729,69.7
20170730,69.4
20170730,69.5
20170730,69.5
20170731,72.7
20170731,72.2
20170731,72.9
20170801,73.7
20170801,73.5
20170801,73.6
20170802,75.5
20170802,74.4
20170802,75.7
20170803,76.0
20170803,75.1
20170803,75.3
20170804,74.8
20170804,74.1
20170804,74.2
20170805,74.4
20170805,74.1
20170805,74.1
20170806,74.9
20170806,73.5
20170806,73.2
20170807,73.9
20170807,72.7
20170807,73.4
20170808,72.7
20170808,71.1
20170808,71.2
20170809,72.7
20170809,71.5
20170809,71.9
20170810,71.9
20170810,71.0
20170810,71.0
20170811,71.4
20170811,69.8
20170811,70.4
20170812,71.5
20170812,70.3
20170812,70.3
20170813,68.8
20170813,68.2
20170813,69.6
20170814,72.5
20170814,73.0
20170814,73.4
20170815,76.9
20170815,74.2
20170815,74.6
20170816,78.3
20170816,77.3
20170816,76.6
20170817,78.1
20170817,76.7
20170817,76.1
20170818,82.0
20170818,80.0
20170818,81.8
20170819,84.9
20170819,86.8
20170819,88.6
20170820,86.4
20170820,86.0
20170820,85.4
20170821,87.1
20170821,91.4
20170822,88.8
20170822,90.2
20170822,85.8
20170823,85.5
20170823,85.1
20170823,85.3
20170824,80.8
20170824,78.8
20170824,80.0
20170825,80.6
20170825,80.8
20170825,81.1
20170826,79.7
20170826,77.5
20170826,78.5
20170827,78.3
20170827,78.2
20170827,77.8
20170828,83.7
20170828,81.6
20170828,82.6
20170829,85.6
20170829,84.3
20170829,85.2
20170830,89.7
20170830,86.9
20170830,87.5
20170831,91.4
20170831,91.9
20170831,92.2
20170901,95.0
20170901,93.4
20170901,93.6
20170902,101.1
20170902,100.0
20170902,103.5
20170903,120.6
20170903,120.2
20170903,123.0
20170904,134.0
20170904,182.5
20170904,144.8
20170905,127.4
20170905,120.5
20170905,122.6
20170906,139.7
20170906,132.9
20170906,127.3
20170907,130.1
20170907,128.5
20170907,123.4
20170908,116.8
20170908,116.8
20170908,117.5
20170909,106.8
20170909,107.2
20170909,228.3
20170910,271.8
20170910,100.2
20170910,92.7
20170911,80.3
20170911,79.9
20170911,78.8
20170912,76.4
20170912,75.5
20170912,76.0
20170913,74.2
20170913,75.1
20170913,73.8
20170914,72.6
20170914,74.2
20170914,73.5
20170915,72.2
20170915,72.8
20170915,72.5
20170916,70.5
20170916,72.1
20170916,71.6
20170917,70.5
20170917,72.2
20170917,72.3
20170918,70.5
20170918,72.2
20170918,71.3
20170919,71.3
20170919,70.6
20170919,71.6
20170920,72.76803
20170920,73.9
20170920,73.1
20170921,72.7
20170921,73.0
20170921,74.8
20170922,76.1
20170922,77.5
20170922,78.2
20170923,80.2
20170923,81.2
20170923,82.5
20170924,84.3
20170924,86.9
20170924,87.2
20170925,87.7
20170925,89.9
20170925,90.9
20170926,90.2
20170926,90.7
20170926,90.0
20170927,88.9
20170927,91.0
20170927,89.1
20170928,91.7
20170928,90.9
20170928,90.1
20170929,88.8
20170929,89.7
20170929,88.5
20170930,86.9
20170930,89.4
20170930,88.4
20171001,86.5
20171001,85.7
20171001,84.9
20171002,86.4
20171002,86.0
20171002,86.8
20171003,85.6
20171003,86.4
20171003,86.4
20171004,85.4
20171004,86.8
20171004,86.1
20171005,84.1
20171005,84.7
20171005,85.5
20171006,81.6
20171006,84.1
20171006,81.8
20171007,79.0
20171007,79.6
20171007,80.0
20171008,77.1
20171008,76.7
20171008,75.4
20171009,73.0
20171009,72.3
20171009,72.7
20171010,71.3
20171010,70.9
20171010,71.1
20171011,69.9
20171011,69.6
20171011,70.1
20171012,70.0
20171012,70.2
20171012,69.4
20171013,69.0
20171013,69.7
20171013,68.6
20171014,68.6
20171014,69.0
20171014,68.2
20171015,69.1
20171015,70.3
20171015,70.5
20171016,70.6
20171016,70.9
20171016,70.9
20171017,72.2
20171017,70.3
20171017,72.2
20171018,72.9
20171018,73.2
20171018,72.8
20171019,73.3
20171019,73.4
20171019,74.2
20171020,74.7
20171020,75.7
20171020,75.9
20171021,77.4
20171021,76.5
20171021,78.1
20171022,78.1
20171022,77.3
20171022,76.6
20171023,79.2
20171023,78.0
20171023,77.6
20171024,78.3
20171024,77.5
20171024,77.7
20171025,78.6
20171025,78.8
20171025,77.6
20171026,77.5
20171026,77.3
20171026,76.9
20171027,77.0
20171027,76.0
20171027,75.3
20171028,76.5
20171028,75.4
20171028,76.5
20171029,77.1
20171029,75.3
20171029,76.3
20171030,75.1
20171030,75.6
20171030,75.0
20171031,74.8
20171031,75.4
20171031,74.5
20171101,72.8
20171101,72.6
20171101,73.2
20171102,73.8
20171102,73.6
20171102,73.4
20171103,72.8
20171103,73.2
20171103,72.8
20171104,72.0
20171104,72.1
20171104,71.8
20171105,71.2
20171105,71.1
20171105,71.3
20171106,70.3
20171106,69.4
20171106,69.5
20171107,68.4
20171107,68.3
20171107,68.7
20171108,67.9
20171108,67.6
20171108,67.4
20171109,66.1
20171109,65.8
20171109,65.6
20171110,68.3
20171110,68.6
20171110,69.4
20171110,70.5
20171111,67.6
20171111,67.3
20171111,68.1
20171112,69.1
20171112,69.4
20171112,69.9
20171113,72.1
20171113,72.1
20171113,72.4
20171114,74.3
20171114,74.4
20171114,74.6
20171115,74.4
20171115,74.2
20171115,75.3
20171116,75.0
20171116,73.2
20171116,74.5
20171117,75.6
20171117,76.4
20171117,74.6
20171118,75.4
20171118,76.1
20171118,75.0
20171119,75.3
20171119,74.4
20171119,74.5
20171120,74.4
20171120,73.6
20171120,73.7
20171121,74.0
20171121,73.2
20171121,74.2
20171122,73.9
20171122,73.4
20171122,74.0
20171123,72.5
20171123,72.4
20171123,72.7
20171124,72.9
20171124,74.1
20171124,73.5
20171125,74.3
20171125,74.3
20171125,74.5
20171126,76.1
20171126,75.5
20171126,76.1
20171127,74.4
20171127,73.6
20171127,74.2
20171128,72.6
20171128,71.9
20171128,71.8
20171129,71.5
20171129,72.6
20171129,71.5
20171130,71.9
20171130,71.7
20171130,71.7
20171201,70.8
20171201,70.2
20171201,70.6
20171202,71.6
20171202,71.5
20171202,70.3
20171203,69.5
20171203,69.0
20171203,68.9
20171204,68.5
20171204,68.4
20171204,68.1
20171205,68.1
20171205,67.9
20171205,67.4
20171206,68.8
20171206,68.3
20171206,68.7
20171207,68.8
20171207,67.9
20171207,67.8
20171208,70.4
20171208,69.9
20171208,69.4
20171209,71.6
20171209,71.1
20171209,71.0
20171210,72.6
20171210,72.0
20171210,72.1
20171211,72.2
20171211,72.3
20171211,72.0
20171212,72.2
20171212,71.4
20171212,71.0
20171213,72.3
20171213,72.1
20171213,71.9
20171214,72.8
20171214,72.1
20171214,72.3
20171215,72.4
20171215,71.7
20171215,71.2
20171216,71.8
20171216,71.3
20171216,71.1
20171217,71.5
20171217,71.0
20171217,70.8
20171218,69.9
20171218,71.6
20171218,70.9
20171219,70.1
20171219,68.8
20171219,71.3
20171220,75.1
20171220,74.2
20171220,73.8
20171221,75.3
20171221,76.0
20171221,76.5
20171222,76.1
20171222,75.3
20171222,76.6
20171223,76.6
20171223,76.2
20171223,76.0
20171224,76.1
20171224,76.1
20171224,76.4
20171225,75.8
20171225,75.7
20171225,75.6
20171226,72.8
20171226,71.8
20171226,72.8
20171227,71.8
20171227,71.0
20171227,71.2
20171228,71.8
20171228,71.1
20171228,71.8
20171229,72.3
20171229,71.5
20171229,71.5
20171230,69.6
20171230,70.4
20171230,70.4
20171231,70.6
20171231,70.7
20171231,70.3
20180101,70.0
20180101,69.1
20180101,72.6
20180102,72.0
20180102,69.5
20180102,70.0
20180103,71.4
20180103,70.7
20180103,70.5
20180104,70.1
20180104,69.5
20180104,69.6
20180105,69.1
20180105,69.3
20180105,68.6
20180106,69.6
20180106,69.4
20180106,69.3
20180107,70.2
20180107,69.9
20180107,69.7
20180108,70.5
20180108,70.3
20180108,69.8
20180109,71.1
20180109,70.8
20180109,70.0
20180110,71.0
20180110,70.4
20180110,71.1
20180111,70.8
20180111,70.8
20180111,69.5
20180112,69.8
20180112,70.9
20180112,69.2
20180113,70.3
20180113,70.8
20180113,70.5
20180114,70.7
20180114,70.5
20180114,69.7
20180115,70.0
20180115,70.2
20180115,70.3
20180116,70.6
20180116,71.1
20180116,71.6
20180117,70.8
20180117,70.9
20180117,70.7
20180118,71.5
20180118,71.1
20180118,71.6
20180119,70.3
20180119,70.8
20180119,71.2
20180120,70.2
20180120,69.6
20180120,69.7
20180121,69.2
20180121,68.3
20180121,68.9
20180122,70.3
20180122,70.1
20180122,70.2
20180123,70.8
20180123,70.5
20180123,70.3
20180124,69.9
20180124,69.9
20180124,69.8
20180125,69.9
20180125,70.3
20180125,69.8
20180126,69.8
20180126,69.8
20180126,69.6
20180127,68.8
20180127,69.2
20180128,67.9
20180128,68.5
20180128,67.9
20180129,68.2
20180129,68.2
20180129,68.0
20180130,69.6
20180130,68.9
20180130,69.7
20180131,69.8
20180131,69.2
20180131,68.9
20180201,69.3
20180201,69.0
20180201,69.3
20180202,68.8
20180202,68.6
20180203,69.9
20180203,69.2
20180203,70.3
20180204,70.5
20180204,73.0
20180204,71.0
20180205,74.3
20180205,74.0
20180205,74.3
20180206,75.5
20180206,76.7
20180206,76.9
20180206,75.1
20180207,76.6
20180207,76.6
20180207,77.4
20180208,79.1
20180208,77.5
20180208,78.4
20180209,78.6
20180209,78.1
20180209,77.4
20180210,78.7
20180210,78.2
20180210,78.9
20180211,77.5
20180211,78.2
20180211,77.3
20180212,78.0
20180212,78.6
20180212,78.4
20180213,76.6
20180213,75.9
20180213,75.3
20180214,74.5
20180214,75.3
20180214,75.1
20180215,72.2
20180215,72.5
20180215,72.7
20180216,70.9
20180216,71.5
20180216,72.0
20180217,69.6
20180217,69.0
20180217,72.1
20180218,70.4
20180218,70.3
20180218,69.9
20180219,69.0
20180219,69.1
20180219,69.7
20180219,70.9
20180220,68.4
20180220,70.4
20180220,67.8
20180220,70.5
20180220,68.4
20180220,70.5
20180221,68.6
20180221,70.2
20180221,67.6
20180221,67.9
20180222,68.1
20180222,70.7
20180222,68.4
20180222,69.7
20180222,68.2
20180222,70.6
20180223,67.9
20180223,70.1
20180223,67.6
20180223,70.0
20180223,68.0
20180223,70.2
20180224,67.5
20180224,69.3
20180224,68.2
20180224,70.0
20180224,67.5
20180224,70.2
20180225,67.5
20180225,69.3
20180225,67.2
20180225,69.2
20180225,67.3
20180225,69.9
20180226,69.4
20180226,71.4
20180226,69.8
20180226,72.0
20180226,69.3
20180226,71.4
20180227,67.9
20180227,70.0
20180227,67.9
20180227,70.0
20180227,67.8
20180227,69.9
20180228,68.4
20180228,69.9
20180228,68.8
20180228,69.9
20180228,68.5
20180228,70.2
20180301,67.8
20180301,67.2
20180301,67.8
20180302,66.9
20180302,67.8
20180302,67.2
20180303,67.5
20180303,67.8
20180303,67.4
20180304,68.3
20180304,67.5
20180304,68.0
20180305,67.7
20180305,67.6
20180305,67.9
20180306,67.2
20180306,67.6
20180306,68.0
20180307,67.9
20180307,67.8
20180307,67.5
20180308,67.4
20180308,66.6
20180308,66.7
20180309,67.7
20180309,67.5
